date,session,direction,outcome,pnl,bars_held,h4_up,h4_down,h4_bull_st,h4_bear_st,weekly_up,atr_regime,dist_high,dow,month,atr,s_range
2020-01-10 00:00:00+00:00,ny,long,loss,-100.0,2,False,True,True,False,True,0.8079467210277089,4.04255937297236,4,1,2.6356118728498212,6.54300000000012
2020-01-10 00:00:00+00:00,ny,short,loss,-100.0,9,False,True,True,False,True,0.8079467210277089,4.04255937297236,4,1,2.6356118728498212,6.54300000000012
2020-01-13 00:00:00+00:00,london,long,loss,-100.0,4,False,False,False,True,True,0.6858032544200162,3.7824825401466518,0,1,1.8158629607543668,3.630000000000109
2020-01-13 00:00:00+00:00,london,short,loss,-100.0,31,False,False,False,True,True,0.6858032544200162,3.7824825401466518,0,1,1.8158629607543668,3.630000000000109
2020-01-13 00:00:00+00:00,ny,long,loss,-100.0,2,False,True,True,False,True,0.8266027172322145,2.745721846705267,0,1,1.9687612702092685,3.4699999999998
2020-01-13 00:00:00+00:00,ny,short,loss,-100.0,57,False,True,True,False,True,0.8266027172322145,2.745721846705267,0,1,1.9687612702092685,3.4699999999998
2020-01-14 00:00:00+00:00,asian,long,win,100.0,126,False,True,False,True,True,0.742498760001852,1.5271079532107121,1,1,1.453289585485914,4.412000000000035
2020-01-14 00:00:00+00:00,london,long,loss,-100.0,4,False,True,False,True,True,0.9095622527648346,1.5723529084757704,1,1,1.7321637950609874,2.08849999999984
2020-01-15 00:00:00+00:00,asian,long,loss,-100.0,2,False,True,False,False,True,0.8234240667741192,0.9230755311472966,2,1,1.4278139452012077,1.6700000000000728
2020-01-15 00:00:00+00:00,asian,short,loss,-100.0,1,False,True,False,False,True,0.8234240667741192,0.9230755311472966,2,1,1.4278139452012077,1.6700000000000728
2020-01-15 00:00:00+00:00,london,long,loss,-100.0,2,False,False,True,False,True,0.8949794776879452,0.6954116372639955,2,1,1.5253235454517569,2.421500000000151
2020-01-15 00:00:00+00:00,london,short,loss,-100.0,3,False,False,True,False,True,0.8949794776879452,0.6954116372639955,2,1,1.5253235454517569,2.421500000000151
2020-01-16 00:00:00+00:00,london,long,loss,-100.0,1,True,False,False,True,True,0.8532505513215194,0.5590207494155549,3,1,1.4666044706200556,2.818499999999858
2020-01-16 00:00:00+00:00,london,short,loss,-100.0,12,True,False,False,True,True,0.8532505513215194,0.5590207494155549,3,1,1.4666044706200556,2.818499999999858
2020-01-16 00:00:00+00:00,ny,long,loss,-100.0,10,False,False,False,False,True,1.010763582878266,0.4034204170773224,3,1,1.7570162583190092,7.518000000000029
2020-01-16 00:00:00+00:00,ny,short,loss,-100.0,1,False,False,False,False,True,1.010763582878266,0.4034204170773224,3,1,1.7570162583190092,7.518000000000029
2020-01-17 00:00:00+00:00,asian,long,loss,-100.0,10,True,False,False,False,True,0.6841974634876745,0.21473390597852837,4,1,1.14324336010432,1.2735000000000127
2020-01-17 00:00:00+00:00,asian,short,loss,-100.0,1,True,False,False,False,True,0.6841974634876745,0.21473390597852837,4,1,1.14324336010432,1.2735000000000127
2020-01-17 00:00:00+00:00,london,long,loss,-100.0,10,True,False,True,False,True,0.6587218406075832,0.08957229950122361,4,1,1.0758929250296827,1.6065000000000964
2020-01-17 00:00:00+00:00,london,short,loss,-100.0,1,True,False,True,False,True,0.6587218406075832,0.08957229950122361,4,1,1.0758929250296827,1.6065000000000964
2020-01-17 00:00:00+00:00,ny,long,loss,-100.0,7,True,False,False,False,True,0.928211722539987,0.22328169475626228,4,1,1.4511191430833454,6.102999999999838
2020-01-17 00:00:00+00:00,ny,short,loss,-100.0,1,True,False,False,False,True,0.928211722539987,0.22328169475626228,4,1,1.4511191430833454,6.102999999999838
2020-01-20 00:00:00+00:00,asian,long,loss,-100.0,5,True,False,False,False,True,0.7500139337198635,0.21309849707791484,0,1,1.1114140496323688,3.111499999999978
2020-01-20 00:00:00+00:00,asian,short,loss,-100.0,1,True,False,False,False,True,0.7500139337198635,0.21309849707791484,0,1,1.1114140496323688,3.111499999999978
2020-01-20 00:00:00+00:00,ny,long,loss,-100.0,5,True,False,False,False,True,0.5701483629831833,0.11668663760230995,0,1,0.7040263083964173,1.5750000000000455
2020-01-20 00:00:00+00:00,ny,short,loss,-100.0,1,True,False,False,False,True,0.5701483629831833,0.11668663760230995,0,1,0.7040263083964173,1.5750000000000455
2020-01-21 00:00:00+00:00,london,long,loss,-100.0,9,True,False,True,False,True,1.5150885669767526,0.10283588375684263,1,1,1.8615043237796396,8.916500000000042
2020-01-21 00:00:00+00:00,london,short,loss,-100.0,1,True,False,True,False,True,1.5150885669767526,0.10283588375684263,1,1,1.8615043237796396,8.916500000000042
2020-01-22 00:00:00+00:00,asian,long,win,100.0,89,True,False,True,False,True,1.372265741442242,0.6358579896841036,2,1,2.0719552049802354,1.8335000000001855
2020-01-22 00:00:00+00:00,london,long,loss,-100.0,5,False,False,False,True,True,1.2886563397340225,1.0658267018484546,2,1,1.9983315443939962,1.8299999999999272
2020-01-22 00:00:00+00:00,london,short,loss,-100.0,2,False,False,False,True,True,1.2886563397340225,1.0658267018484546,2,1,1.9983315443939962,1.8299999999999272
2020-01-23 00:00:00+00:00,asian,long,loss,-100.0,45,False,False,True,False,True,0.8474784992441593,0.6213337524094071,3,1,1.3647841156263607,3.285000000000082
2020-01-23 00:00:00+00:00,asian,short,loss,-100.0,5,False,False,True,False,True,0.8474784992441593,0.6213337524094071,3,1,1.3647841156263607,3.285000000000082
2020-01-23 00:00:00+00:00,london,long,win,100.0,53,False,False,False,True,True,0.865483573125005,0.929823319735938,3,1,1.4432510610765832,3.9915000000000873
2020-01-23 00:00:00+00:00,ny,long,loss,-100.0,74,False,False,False,True,True,1.1508577979301995,0.8954172696574962,3,1,2.0156296945327328,5.432999999999765
2020-01-23 00:00:00+00:00,ny,short,loss,-100.0,5,False,False,False,True,True,1.1508577979301995,0.8954172696574962,3,1,2.0156296945327328,5.432999999999765
2020-01-24 00:00:00+00:00,asian,long,loss,-100.0,1,True,False,False,True,True,0.6157806121812255,0.4412593323003209,4,1,1.1826365644889638,2.9149999999999636
2020-01-24 00:00:00+00:00,asian,short,loss,-100.0,1,True,False,False,True,True,0.6157806121812255,0.4412593323003209,4,1,1.1826365644889638,2.9149999999999636
2020-01-24 00:00:00+00:00,london,long,win,100.0,5,True,False,False,False,True,0.6521729461358394,0.5813330939564765,4,1,1.2078592141776008,2.2600000000002183
2020-01-24 00:00:00+00:00,london,short,loss,-100.0,7,True,False,False,False,True,0.6521729461358394,0.5813330939564765,4,1,1.2078592141776008,2.2600000000002183
2020-01-24 00:00:00+00:00,ny,long,loss,-100.0,51,True,False,False,True,True,1.1828584731734493,0.4624867911236273,4,1,2.038408267297185,4.9050000000002
2020-01-24 00:00:00+00:00,ny,short,loss,-100.0,12,True,False,False,True,True,1.1828584731734493,0.4624867911236273,4,1,2.038408267297185,4.9050000000002
