date,direction,pnl,outcome,reason,hour,dow,year,month,month_str
2024-06-10,short,-100.00000000000566,loss,sl,14,0,2024,2024-06,2024-06
2024-06-11,short,143.82260639685353,win,sl,15,1,2024,2024-06,2024-06
2024-06-12,short,-99.99999999999893,loss,sl,1,2,2024,2024-06,2024-06
2024-06-13,short,-99.99999999999497,loss,sl,1,3,2024,2024-06,2024-06
2024-06-17,long,-100.00000000000875,loss,sl,5,0,2024,2024-06,2024-06
2024-06-17,short,106.06489208731564,win,sl,13,0,2024,2024-06,2024-06
2024-06-18,long,-100.00000000000009,loss,sl,4,1,2024,2024-06,2024-06
2024-06-18,short,-99.99999999999993,loss,sl,14,1,2024,2024-06,2024-06
2024-06-19,short,-100.00000000000642,loss,sl,6,2,2024,2024-06,2024-06
2024-06-19,long,88.4612440588932,win,sl,12,2,2024,2024-06,2024-06
2024-06-20,short,-99.9999999999985,loss,sl,2,3,2024,2024-06,2024-06
2024-06-24,short,122.0400309943948,win,sl,8,0,2024,2024-06,2024-06
2024-06-25,short,-100.00000000000753,loss,sl,9,1,2024,2024-06,2024-06
2024-07-01,long,108.93853771203833,win,sl,0,0,2024,2024-07,2024-07
2024-07-01,short,-99.9999999999999,loss,sl,18,0,2024,2024-07,2024-07
2024-07-02,long,101.32361516481294,win,sl,12,1,2024,2024-07,2024-07
2024-07-02,short,250.0,win,tp,13,1,2024,2024-07,2024-07
2024-07-08,long,92.69518044295015,win,sl,16,0,2024,2024-07,2024-07
2024-07-09,short,-99.99999999999206,loss,sl,13,1,2024,2024-07,2024-07
2024-07-09,long,194.44778039040452,win,sl,15,1,2024,2024-07,2024-07
2024-07-10,long,-99.99999999999501,loss,sl,2,2,2024,2024-07,2024-07
2024-07-11,long,115.51417500512109,win,sl,2,3,2024,2024-07,2024-07
2024-07-17,long,134.5384035937186,win,sl,22,2,2024,2024-07,2024-07
2024-07-18,long,161.40756255016365,win,sl,0,3,2024,2024-07,2024-07
2024-07-21,long,-99.99999999999743,loss,sl,22,6,2024,2024-07,2024-07
2024-07-22,long,-100.00000000000514,loss,sl,1,0,2024,2024-07,2024-07
2024-07-23,long,128.11018747032497,win,sl,22,1,2024,2024-07,2024-07
2024-07-24,long,126.52679073370481,win,sl,5,2,2024,2024-07,2024-07
2024-07-25,long,-100.00000000000409,loss,sl,12,3,2024,2024-07,2024-07
2024-07-29,long,82.84160087585516,win,sl,0,0,2024,2024-07,2024-07
2024-07-30,short,-99.99999999999545,loss,sl,6,1,2024,2024-07,2024-07
2024-08-08,short,-99.99999999999596,loss,sl,18,3,2024,2024-08,2024-08
2024-08-14,long,-99.99999999999712,loss,sl,13,2,2024,2024-08,2024-08
2024-08-15,long,-99.99999999999652,loss,sl,6,3,2024,2024-08,2024-08
2024-08-19,long,-100.00000000000222,loss,sl,13,0,2024,2024-08,2024-08
2024-08-22,long,250.0,win,tp,23,3,2024,2024-08,2024-08
2024-08-27,long,165.27136460209556,win,sl,13,1,2024,2024-08,2024-08
2024-08-28,long,-99.99999999999348,loss,sl,5,2,2024,2024-08,2024-08
2024-09-01,long,-99.99999999999301,loss,sl,22,6,2024,2024-09,2024-09
2024-09-02,long,-100.00000000000107,loss,sl,17,0,2024,2024-09,2024-09
2024-09-03,long,-99.9999999999955,loss,sl,2,1,2024,2024-09,2024-09
2024-09-04,long,-99.99999999999264,loss,sl,4,2,2024,2024-09,2024-09
2024-09-05,long,97.36974398677631,win,sl,0,3,2024,2024-09,2024-09
2024-09-05,short,-100.00000000001023,loss,sl,7,3,2024,2024-09,2024-09
2024-09-09,short,250.0,win,tp,3,0,2024,2024-09,2024-09
2024-09-09,long,-99.99999999999774,loss,sl,13,0,2024,2024-09,2024-09
2024-09-10,long,250.0,win,tp,8,1,2024,2024-09,2024-09
2024-09-16,long,115.27384969676497,win,sl,14,0,2024,2024-09,2024-09
2024-09-17,long,-99.99999999999116,loss,sl,9,1,2024,2024-09,2024-09
2024-09-18,long,174.22591125335543,win,sl,2,2,2024,2024-09,2024-09
2024-09-19,long,172.49343007177347,win,sl,3,3,2024,2024-09,2024-09
2024-09-30,long,-99.99999999999652,loss,sl,18,0,2024,2024-09,2024-09
2024-10-02,long,250.0,win,tp,5,2,2024,2024-10,2024-10
2024-10-03,long,-100.00000000000699,loss,sl,0,3,2024,2024-10,2024-10
2024-10-07,long,89.38948089057831,win,sl,3,0,2024,2024-10,2024-10
2024-10-08,long,-99.99999999999952,loss,sl,1,1,2024,2024-10,2024-10
2024-10-09,long,84.69108394986023,win,sl,14,2,2024,2024-10,2024-10
2024-10-10,short,-99.99999999999841,loss,sl,20,3,2024,2024-10,2024-10
2024-10-21,long,90.10096432002314,win,sl,16,0,2024,2024-10,2024-10
2024-10-23,long,119.97271523199512,win,sl,20,2,2024,2024-10,2024-10
2024-11-04,long,-99.99999999999541,loss,sl,3,0,2024,2024-11,2024-11
2024-11-05,long,84.74986238239993,win,sl,1,1,2024,2024-11,2024-11
2024-11-05,short,99.02226564725268,win,sl,16,1,2024,2024-11,2024-11
2024-11-06,long,86.03474517470421,win,sl,1,2,2024,2024-11,2024-11
2024-11-07,short,81.24199027319757,win,sl,17,3,2024,2024-11,2024-11
2024-11-18,long,250.0,win,tp,12,0,2024,2024-11,2024-11
2024-11-18,short,-100.0000000000022,loss,sl,12,0,2024,2024-11,2024-11
2024-11-19,short,-100.00000000000257,loss,sl,0,1,2024,2024-11,2024-11
2024-11-20,short,-100.00000000000688,loss,sl,0,2,2024,2024-11,2024-11
2024-11-25,long,89.96273569388049,win,sl,5,0,2024,2024-11,2024-11
2024-11-27,short,-99.99999999999241,loss,sl,11,2,2024,2024-11,2024-11
2024-11-28,short,86.73274221882133,win,sl,9,3,2024,2024-11,2024-11
2024-12-01,short,250.0,win,tp,23,6,2024,2024-12,2024-12
2024-12-02,short,250.0,win,tp,0,0,2024,2024-12,2024-12
2024-12-05,long,156.87999235154544,win,sl,15,3,2024,2024-12,2024-12
2024-12-09,short,83.465886427403,win,sl,1,0,2024,2024-12,2024-12
2024-12-23,short,250.0,win,tp,9,0,2024,2024-12,2024-12
2024-12-26,short,113.73606552959525,win,sl,5,3,2024,2024-12,2024-12
2025-01-02,short,118.59759185769596,win,sl,5,3,2025,2025-01,2025-01
2025-01-13,long,-99.99999999999942,loss,sl,12,0,2025,2025-01,2025-01
2025-01-20,long,117.95461135607619,win,sl,3,0,2025,2025-01,2025-01
2025-01-27,long,-99.9999999999991,loss,sl,23,0,2025,2025-01,2025-01
2025-01-28,long,-99.9999999999965,loss,sl,5,1,2025,2025-01,2025-01
2025-01-29,long,-99.99999999999585,loss,sl,4,2,2025,2025-01,2025-01
2025-02-27,long,-99.99999999999888,loss,sl,5,3,2025,2025-02,2025-02
2025-03-03,short,-99.99999999999838,loss,sl,23,0,2025,2025-03,2025-03
2025-03-04,long,250.0,win,tp,0,1,2025,2025-03,2025-03
2025-03-10,long,-99.99999999999943,loss,sl,13,0,2025,2025-03,2025-03
2025-03-11,short,113.13282250611418,win,sl,17,1,2025,2025-03,2025-03
2025-03-20,long,-100.0000000000008,loss,sl,15,3,2025,2025-03,2025-03
2025-03-24,long,-99.99999999999822,loss,sl,11,0,2025,2025-03,2025-03
2025-03-27,long,125.5578381486763,win,sl,2,3,2025,2025-03,2025-03
2025-04-09,short,-100.0000000000013,loss,sl,5,2,2025,2025-04,2025-04
2025-04-24,long,-99.99999999999848,loss,sl,8,3,2025,2025-04,2025-04
2025-04-24,short,157.95873907298144,win,sl,8,3,2025,2025-04,2025-04
2025-04-27,long,-100.00000000000004,loss,sl,23,6,2025,2025-04,2025-04
2025-04-28,short,-100.00000000000107,loss,sl,16,0,2025,2025-04,2025-04
2025-04-29,long,-100.00000000000165,loss,sl,2,1,2025,2025-04,2025-04
2025-04-30,long,85.9250936197276,win,sl,4,2,2025,2025-04,2025-04
2025-05-01,long,-99.99999999999851,loss,sl,23,3,2025,2025-05,2025-05
2025-05-04,short,-100.00000000000216,loss,sl,22,6,2025,2025-05,2025-05
2025-05-05,short,-100.00000000000267,loss,sl,1,0,2025,2025-05,2025-05
2025-05-21,short,-100.00000000000088,loss,sl,8,2,2025,2025-05,2025-05
2025-05-27,long,-100.00000000000047,loss,sl,14,1,2025,2025-05,2025-05
2025-05-28,long,-99.99999999999818,loss,sl,22,2,2025,2025-05,2025-05
2025-06-09,long,99.64408650497185,win,sl,10,0,2025,2025-06,2025-06
2025-06-17,long,-100.0000000000006,loss,sl,14,1,2025,2025-06,2025-06
2025-06-18,short,-100.00000000000135,loss,sl,22,2,2025,2025-06,2025-06
2025-06-19,long,91.09008530099408,win,sl,13,3,2025,2025-06,2025-06
2025-06-23,long,-99.99999999999983,loss,sl,0,0,2025,2025-06,2025-06
2025-07-01,short,-99.99999999999885,loss,sl,10,1,2025,2025-07,2025-07
2025-07-02,short,169.87747873595498,win,sl,11,2,2025,2025-07,2025-07
2025-07-07,short,157.45839676283572,win,sl,7,0,2025,2025-07,2025-07
2025-07-10,short,-100.00000000000402,loss,sl,19,3,2025,2025-07,2025-07
2025-07-10,long,250.0,win,tp,20,3,2025,2025-07,2025-07
2025-07-14,long,94.06389033092117,win,sl,20,0,2025,2025-07,2025-07
2025-07-16,short,124.4437744021988,win,sl,23,2,2025,2025-07,2025-07
2025-07-17,long,-100.0000000000004,loss,sl,12,3,2025,2025-07,2025-07
2025-07-17,short,-100.00000000000267,loss,sl,20,3,2025,2025-07,2025-07
2025-07-24,long,-100.0000000000006,loss,sl,15,3,2025,2025-07,2025-07
2025-07-30,short,91.63750389268816,win,sl,0,2,2025,2025-07,2025-07
2025-08-11,long,-99.99999999999903,loss,sl,4,0,2025,2025-08,2025-08
2025-08-14,long,250.0,win,tp,8,3,2025,2025-08,2025-08
2025-08-20,short,-100.00000000000064,loss,sl,16,2,2025,2025-08,2025-08
2025-09-11,long,-99.99999999999794,loss,sl,10,3,2025,2025-09,2025-09
2025-09-17,long,-99.99999999999949,loss,sl,6,2,2025,2025-09,2025-09
2025-09-18,long,250.0,win,tp,6,3,2025,2025-09,2025-09
2025-09-25,long,120.05723552391522,win,sl,13,3,2025,2025-09,2025-09
2025-10-23,short,141.194068749198,win,sl,19,3,2025,2025-10,2025-10
2025-10-26,long,-100.00000000000078,loss,sl,23,6,2025,2025-10,2025-10
2025-10-27,long,-100.00000000000078,loss,sl,0,0,2025,2025-10,2025-10
2025-10-30,short,-100.00000000000142,loss,sl,20,3,2025,2025-10,2025-10
2025-11-03,short,121.58837702358525,win,sl,7,0,2025,2025-11,2025-11
2025-11-06,short,-99.99999999999729,loss,sl,4,3,2025,2025-11,2025-11
2025-11-06,long,250.0,win,tp,18,3,2025,2025-11,2025-11
2025-11-10,short,-99.9999999999975,loss,sl,0,0,2025,2025-11,2025-11
2025-11-17,long,-99.99999999999949,loss,sl,3,0,2025,2025-11,2025-11
2025-11-19,long,250.0,win,tp,2,2,2025,2025-11,2025-11
2025-11-20,long,159.87357171670018,win,sl,12,3,2025,2025-11,2025-11
2025-11-20,short,-99.99999999999986,loss,sl,12,3,2025,2025-11,2025-11
2025-11-24,long,105.55242561661579,win,sl,7,0,2025,2025-11,2025-11
2025-12-02,long,-99.99999999999815,loss,sl,4,1,2025,2025-12,2025-12
2025-12-03,long,-99.99999999999932,loss,sl,4,2,2025,2025-12,2025-12
2025-12-04,long,-100.00000000000202,loss,sl,1,3,2025,2025-12,2025-12
2025-12-08,long,250.0,win,tp,3,0,2025,2025-12,2025-12
2025-12-30,short,-99.9999999999983,loss,sl,2,1,2025,2025-12,2025-12
2026-01-05,short,-99.99999999999994,loss,sl,0,0,2026,2026-01,2026-01
2026-01-07,long,-99.99999999999886,loss,sl,14,2,2026,2026-01,2026-01
2026-01-08,long,-100.00000000000301,loss,sl,1,3,2026,2026-01,2026-01
2026-01-08,short,-100.00000000000348,loss,sl,14,3,2026,2026-01,2026-01
2026-01-13,long,109.810179055459,win,sl,7,1,2026,2026-01,2026-01
2026-01-15,long,151.21924949396302,win,sl,5,3,2026,2026-01,2026-01
2026-01-27,long,155.56493928381985,win,sl,0,1,2026,2026-01,2026-01
2026-02-01,long,209.84429852317908,win,sl,23,6,2026,2026-02,2026-02
2026-02-03,short,-99.9999999999983,loss,sl,14,1,2026,2026-02,2026-02
2026-02-03,long,-99.99999999999943,loss,sl,17,1,2026,2026-02,2026-02
2026-02-04,long,-99.99999999999972,loss,sl,16,2,2026,2026-02,2026-02
2026-02-05,long,-99.99999999999977,loss,sl,3,3,2026,2026-02,2026-02
2026-02-05,short,158.58055008390707,win,sl,6,3,2026,2026-02,2026-02
2026-02-17,long,-99.99999999999835,loss,sl,2,1,2026,2026-02,2026-02
2026-02-18,long,100.07548738735095,win,sl,23,2,2026,2026-02,2026-02
2026-02-19,long,127.61886489880958,win,sl,0,3,2026,2026-02,2026-02
2026-03-03,long,-99.99999999999856,loss,sl,10,1,2026,2026-03,2026-03
2026-03-05,long,-99.99999999999922,loss,sl,15,3,2026,2026-03,2026-03
2026-03-08,long,-100.00000000000118,loss,sl,23,6,2026,2026-03,2026-03
2026-03-09,short,119.19351725095781,win,sl,20,0,2026,2026-03,2026-03
2026-03-12,long,107.31835914910779,win,sl,0,3,2026,2026-03,2026-03
2026-03-12,short,-99.99999999999798,loss,sl,0,3,2026,2026-03,2026-03
2026-03-25,short,-99.99999999999909,loss,sl,6,2,2026,2026-03,2026-03
2026-03-25,long,-100.00000000000252,loss,sl,16,2,2026,2026-03,2026-03
2026-03-30,short,250.0,win,tp,13,0,2026,2026-03,2026-03
2026-03-31,short,80.96963912362743,win,sl,3,1,2026,2026-03,2026-03
2026-04-01,short,121.25384855650753,win,sl,2,2,2026,2026-04,2026-04
2026-04-02,short,86.29267166507869,win,sl,15,3,2026,2026-04,2026-04
2026-04-02,long,-100.00000000000185,loss,sl,15,3,2026,2026-04,2026-04
2026-04-05,short,-100.00000000000209,loss,sl,23,6,2026,2026-04,2026-04
2026-04-06,short,-100.00000000000115,loss,sl,8,0,2026,2026-04,2026-04
2026-04-06,long,-100.00000000000205,loss,sl,17,0,2026,2026-04,2026-04
2026-04-07,long,-99.99999999999464,loss,sl,0,1,2026,2026-04,2026-04
2026-04-07,short,90.35140088478265,win,sl,8,1,2026,2026-04,2026-04
2026-04-13,short,96.45707196176186,win,sl,17,0,2026,2026-04,2026-04
2026-04-15,long,-99.99999999999774,loss,sl,15,2,2026,2026-04,2026-04
2026-04-16,long,-99.99999999999893,loss,sl,14,3,2026,2026-04,2026-04
2026-04-20,long,118.29843142020435,win,sl,6,0,2026,2026-04,2026-04
2026-04-20,short,-99.99999999999724,loss,sl,17,0,2026,2026-04,2026-04
2026-04-21,long,138.59631238740192,win,sl,6,1,2026,2026-04,2026-04
2026-04-30,short,155.51995514757036,win,sl,13,3,2026,2026-04,2026-04
2026-04-30,long,122.98610908492746,win,sl,18,3,2026,2026-04,2026-04
2026-05-04,short,250.0,win,tp,9,0,2026,2026-05,2026-05
2026-05-05,short,92.51729117607839,win,sl,18,1,2026,2026-05,2026-05
