date,direction,session,pnl,outcome,reason,hour,dow,atr,strategy
2024-12-03,short,ema_pull,-99.99999999999206,loss,sl,0,1,2.5848643083324765,S1_EMA_Pullback
2024-12-05,long,ema_pull,-99.99999999999945,loss,sl,8,3,2.7138157905742597,S1_EMA_Pullback
2024-12-09,short,ema_pull,-100.00000000000443,loss,sl,3,0,4.529878570336931,S1_EMA_Pullback
2024-12-24,short,ema_pull,-99.99999999999726,loss,sl,5,1,1.8333621834990983,S1_EMA_Pullback
2025-01-13,long,ema_pull,-100.00000000000288,loss,sl,13,0,4.236325715148146,S1_EMA_Pullback
2025-01-27,long,ema_pull,-99.9999999999954,loss,sl,13,0,4.453384052235584,S1_EMA_Pullback
2025-02-24,long,ema_pull,246.26536647446312,win,sl,2,0,4.048735139965864,S1_EMA_Pullback
2025-03-10,long,ema_pull,-100.00000000000249,loss,sl,14,0,5.004756790634804,S1_EMA_Pullback
2025-04-29,long,ema_pull,-99.9999999999992,loss,sl,2,1,5.787917197050366,S1_EMA_Pullback
2025-05-19,short,ema_pull,155.78324544737094,win,sl,20,0,8.836968218897393,S1_EMA_Pullback
2025-07-16,short,ema_pull,102.20351851083859,win,sl,9,2,4.356009680241474,S1_EMA_Pullback
2025-07-17,long,ema_pull,-100.0000000000017,loss,sl,1,3,5.246319505890734,S1_EMA_Pullback
2025-07-24,long,ema_pull,-100.00000000000063,loss,sl,2,3,5.967049647610528,S1_EMA_Pullback
2025-08-21,long,ema_pull,-99.99999999999858,loss,sl,19,3,3.9067147360202044,S1_EMA_Pullback
2025-09-11,long,ema_pull,-100.00000000000102,loss,sl,11,3,4.219546356886851,S1_EMA_Pullback
2025-09-25,long,ema_pull,224.62200588305313,win,sl,14,3,7.867177260805648,S1_EMA_Pullback
2025-11-18,short,ema_pull,123.02742766831712,win,sl,19,1,11.61000904348446,S1_EMA_Pullback
2025-11-19,long,ema_pull,-100.00000000000031,loss,sl,18,2,12.304644175911069,S1_EMA_Pullback
2026-01-07,long,ema_pull,-100.00000000000446,loss,sl,13,2,9.056921684381045,S1_EMA_Pullback
2026-01-15,long,ema_pull,-99.99999999999717,loss,sl,5,3,9.671862149587742,S1_EMA_Pullback
2026-03-26,short,ema_pull,122.9167413532295,win,sl,1,3,16.40442664950227,S1_EMA_Pullback
2026-04-07,short,ema_pull,106.40054852066005,win,sl,10,1,14.834666642448203,S1_EMA_Pullback
2026-04-08,long,ema_pull,-99.99999999999825,loss,sl,19,2,15.404586087128607,S1_EMA_Pullback
2026-04-09,long,ema_pull,-100.00000000000153,loss,sl,0,3,12.477889418738222,S1_EMA_Pullback
2026-04-13,short,ema_pull,-99.99999999999868,loss,sl,17,0,12.615197298896586,S1_EMA_Pullback
2026-04-16,long,ema_pull,-99.99999999999893,loss,sl,14,3,10.12497461575287,S1_EMA_Pullback
