entry,sl,initial_sl,tp,size,direction,session,pnl,year,equity,static_dd,dist_to_floor
1726.875,1729.756749324469,1723.993250675531,1761.4559918936275,34.7011445967556,LONG,asian,100.0,2020,14000.0,-40.0,5000.0
1728.1985,1722.0841871850364,1722.0841871850364,1801.5702537795628,16.355067695468545,LONG,ny,-100.0,2020,13900.0,-39.0,4900.0
1729.825,1723.5388722648297,1723.5388722648297,1805.2585328220441,15.908044540760551,LONG,asian,-100.0,2020,13800.0,-38.0,4800.0
1744.3149999999998,1750.3841321826342,1738.2458678173655,1817.144586191612,16.476820242296043,LONG,ny,100.0,2020,13900.0,-39.0,4900.0
1754.88,1768.931853863602,1747.854073068199,1839.191123181612,14.232997435167809,LONG,asian,200.0,2020,14100.0,-41.0,5100.0
1770.2065,1763.6358933165275,1763.6358933165275,1849.0537802016704,15.219294780120745,LONG,ny,-100.0,2020,14000.0,-40.0,5000.0
1768.2665,1759.2659545526083,1759.2659545526083,1876.2730453687002,11.11043776007814,LONG,asian,-100.0,2020,13900.0,-39.0,4900.0
1765.6065,1759.0416479652042,1759.0416479652042,1844.3847244175506,15.232635780664527,LONG,asian,-100.0,2020,13800.0,-38.0,4800.0
1765.3685,1759.5206512315804,1759.5206512315804,1835.5426852210362,17.10030542171903,LONG,asian,-100.00000000000001,2020,13700.0,-37.0,4700.0
1765.3685,1757.0276512315802,1757.0276512315802,1865.4586852210382,11.989187524730143,LONG,ny,-100.0,2020,13600.0,-36.0,4600.0
1763.4485000000002,1758.8375977004919,1758.8375977004919,1818.7793275941,21.687729104705454,LONG,asian,-100.0,2020,13500.0,-35.0,4500.0
1763.325,1768.105375660387,1758.5446243396132,1820.6895079246426,20.918858078175994,LONG,asian,100.0,2020,13600.0,-36.0,4600.0
1773.5700000000002,1778.8477864285248,1768.2922135714755,1836.9034371422963,18.947337364682532,LONG,asian,100.0,2020,13700.0,-37.0,4700.0
1725.9834999999998,1768.7683376342602,1711.7218874552464,1897.1228505370414,7.01182981140431,LONG,london,300.0,2020,14000.0,-40.0,5000.0
1776.425,1771.9178507247066,1771.9178507247066,1830.5107913035206,22.18697316021126,LONG,asian,-99.99999999999999,2020,13900.0,-39.0,4900.0
1785.3335000000002,1780.953193478783,1780.953193478783,1837.8971782546055,22.829452577262582,LONG,ny,-100.0,2020,13800.0,-38.0,4800.0
1797.1800000000003,1807.2568163707406,1792.1415918146301,1857.640898224442,19.847538413097734,LONG,ny,199.99999999999997,2020,14000.0,-40.0,5000.0
1776.0765,1802.7550390660867,1770.7407921867825,1840.1049937586083,18.741655934060827,LONG,asian,500.00000000000006,2020,14500.0,-45.0,5500.0
1806.0165000000002,1798.2716672806962,1798.2716672806962,1898.954492631648,12.911834719263869,LONG,asian,-100.0,2020,14400.0,-44.0,5400.0
1784.0315,1794.7839774844613,1773.2790225155388,1913.0612298135347,9.300182227260038,LONG,london,100.0,2020,14500.0,-45.0,5500.0
1806.4485000000002,1802.2465963123348,1802.2465963123348,1856.8713442519854,23.798736818634623,LONG,asian,-100.0,2020,14400.0,-44.0,5400.0
1804.9785,1802.0441437154525,1802.0441437154525,1840.1907754145693,34.07902459786765,LONG,asian,-100.00000000000001,2020,14300.0,-43.0,5300.0
1811.35,1806.5910054781787,1806.5910054781787,1868.457934261855,21.012842007166327,LONG,london,-100.0,2020,14200.0,-42.0,5200.0
1810.4050000000002,1806.5343129292842,1806.5343129292842,1856.8532448485926,25.83520655972357,LONG,ny,-100.0,2020,14100.0,-41.0,5100.0
1808.9035,1796.4223600244745,1796.4223600244745,1958.6771797063043,8.012088655050174,LONG,asian,-100.0,2020,14000.0,-40.0,5000.0
1808.9035,1797.5248600244747,1797.5248600244747,1945.447179706302,8.78839652323076,LONG,london,-100.0,2020,13900.0,-39.0,4900.0
1817.155,1839.4246991456614,1814.3712876067923,1850.5595487184921,35.92325135455884,LONG,ny,1200.0,2020,15100.0,-51.0,6100.0
1812.8535,1849.6138505115366,1806.7267749147438,1886.3742010230733,16.321933595592327,LONG,asian,600.0,2020,15700.0,-56.99999999999999,6700.0
1827.8935000000001,1849.1325499844731,1820.8138166718425,1912.8496999378922,14.124925560197727,LONG,london,300.0,2020,16000.0,-60.0,7000.0
1861.325,1938.3917202465393,1853.6183279753461,1953.8050642958472,12.975769525431513,LONG,asian,1200.0,2020,17200.0,-72.0,8200.0
1868.5234999999998,1951.553152148832,1851.9175695702334,2067.794665157197,6.021945016748245,LONG,ny,500.0,2020,17700.0,-77.0,8700.0
1886.5935,1955.4259413135542,1877.9894448358057,1989.8421619703313,11.62242664553679,LONG,london,800.0,2020,18500.0,-85.0,9500.0
1954.2435,1924.8982754478964,1924.8982754478964,2306.386194625244,3.407709483444089,LONG,asian,-100.0,2020,18400.0,-84.0,9400.0
1955.6149999999998,1943.7525712585675,1943.7525712585675,2097.964144897187,8.429976877393322,LONG,ny,-99.99999999999999,2020,18300.0,-83.0,9300.0
1968.675,1954.535195228166,1954.535195228166,2138.3526572620076,7.072233429926619,LONG,ny,-100.0,2020,18200.0,-82.0,9200.0
1948.0365,1957.4777111087574,1938.5952888912425,2061.3310333050895,10.591861451677781,LONG,asian,100.0,2020,18300.0,-83.0,9300.0
1963.6715,1953.4906484059154,1953.4906484059154,2085.841719129014,9.822361034916177,LONG,ny,-100.0,2020,18200.0,-82.0,9200.0
1977.32,1965.1381863553338,1965.1381863553338,2123.5017637359933,8.208958281329929,LONG,asian,-100.0,2020,18100.0,-81.0,9100.0
1975.5534999999998,2015.2570687078712,1970.5905539115158,2035.108853061807,20.149322240683002,LONG,asian,800.0,2020,18900.0,-89.0,9900.0
2022.67,2049.1761379820377,2009.4169310089812,2181.706827892226,7.5454221258311325,LONG,asian,200.0,2020,19100.0,-91.0,10100.0
1939.19,2029.3931516005084,1909.1222827998306,2300.0026064020335,3.3258261455058657,LONG,london,300.0,2020,19400.0,-94.0,10400.0
1956.3935000000001,2031.0387514876775,1937.7321871280808,2180.329254463032,5.358679782410984,LONG,ny,400.00000000000006,2020,19800.0,-98.0,10800.0
2033.7734999999998,2026.4458135914801,2026.4458135914801,2121.7057369022355,13.646872208359458,LONG,asian,-100.0,2020,19700.0,-97.0,10700.0
2039.375,2026.5193217671808,2026.5193217671808,2193.64313879383,7.778663886025918,LONG,london,-100.0,2020,19600.0,-96.0,10600.0
2034.9250000000002,2019.3068310714664,2019.3068310714664,2222.343027142406,6.402799230664216,LONG,ny,-100.0,2020,19500.0,-95.0,10500.0
1983.6985,1937.590490015153,1937.590490015153,2536.9946198181647,2.1688205592230942,LONG,asian,-100.00000000000001,2020,19400.0,-94.0,10400.0
1983.6985,1946.1904900151528,1946.1904900151528,2433.7946198181658,2.66609718938432,LONG,london,-100.0,2020,19300.0,-93.0,10300.0
1957.88,1937.805053579815,1937.805053579815,2198.779357042222,4.981333344902533,LONG,asian,-100.0,2020,19200.0,-92.0,10200.0
1957.88,1935.930053579815,1935.930053579815,2221.279357042222,4.555819776764472,LONG,london,-100.0,2020,19100.0,-91.0,10100.0
1946.48,1959.6786876409535,1933.2813123590465,2104.864251691442,7.576510841101762,LONG,asian,100.0,2020,19200.0,-92.0,10200.0
1971.9915,1980.1081939228045,1963.8748060771957,2069.391827073653,12.320287170006873,LONG,asian,100.0,2020,19300.0,-93.0,10300.0
1968.2465,1960.4386080745467,1960.4386080745467,2061.94120310544,12.807554325131655,LONG,asian,-100.0,2020,19200.0,-92.0,10200.0
1960.585,1945.8748406660195,1945.8748406660195,2137.1069120077664,6.798022898977008,LONG,london,-100.0,2020,19100.0,-91.0,10100.0
1949.18,1954.7428680238115,1943.6171319761886,2015.9344162857376,17.97633874684014,LONG,ny,100.0,2020,19200.0,-92.0,10200.0
1962.4065,1946.8784643390206,1946.8784643390206,2148.742927931753,6.4399646023026085,LONG,london,-100.0,2020,19100.0,-91.0,10100.0
1950.6515,1942.6844955098977,1942.6844955098977,2046.2555538812267,12.55176900229372,LONG,london,-100.0,2020,19000.0,-90.0,10000.0
1956.8735,1961.7219369409008,1952.025063059099,2015.0547432908108,20.625203796384437,LONG,ny,100.0,2020,19100.0,-91.0,10100.0
1956.67,1939.350246728004,1939.350246728004,2164.507039263952,5.773754304092099,LONG,london,-100.0,2020,19000.0,-90.0,10000.0
1946.1265,1923.4605338284825,1923.4605338284825,2218.1180940582108,4.411901052144946,LONG,asian,-100.0,2020,18900.0,-89.0,9900.0
1896.0335,1884.1009795139917,1884.1009795139917,2039.2237458321001,8.38045910897505,LONG,ny,-100.0,2020,18800.0,-88.0,9800.0
1888.6685,1897.2668664953042,1880.0701335046958,1991.84889794365,11.630116028970518,LONG,london,100.0,2020,18900.0,-89.0,9900.0
1884.6115000000002,1895.141815535949,1874.0811844640514,2010.9752864313862,9.496391599911307,LONG,asian,100.0,2020,19000.0,-90.0,10000.0
1912.9385,1887.5959875115952,1887.5959875115952,2217.048649860857,3.945938669094242,LONG,asian,-100.0,2020,18900.0,-89.0,9900.0
1913.5165000000002,1908.4743528002418,1908.4743528002418,1974.0222663971003,19.83282043110377,LONG,asian,-100.0,2020,18800.0,-88.0,9800.0
1905.5935000000002,1890.4555736083946,1890.4555736083946,2087.2486166992667,6.6059245773220985,LONG,london,-100.0,2020,18700.0,-87.0,9700.0
1926.8065,1918.028694587563,1918.028694587563,2032.140164949243,11.39236919723853,LONG,ny,-100.00000000000001,2020,18600.0,-86.0,9600.0
1915.9334999999999,1907.656045037928,1907.656045037928,2015.2629595448632,12.081008046339022,LONG,asian,-100.0,2020,18500.0,-85.0,9500.0
1908.8764999999999,1898.7665561166752,1898.7665561166752,2030.195826599895,9.891251737305934,LONG,asian,-99.99999999999999,2020,18400.0,-84.0,9400.0
1908.9985,1896.5294222142534,1896.5294222142534,2058.6274334289583,8.019839295116949,LONG,london,-100.00000000000001,2020,18300.0,-83.0,9300.0
1895.1699999999998,1890.4458674294196,1890.4458674294196,1951.8595908469622,21.167907230791045,LONG,ny,-100.0,2020,18200.0,-82.0,9200.0
1909.245,1902.8084966159495,1902.8084966159495,1986.4830406086048,15.536385834550941,LONG,ny,-100.0,2020,18100.0,-81.0,9100.0
1890.925,1949.4582963319137,1879.2183407336172,2031.404911196593,8.542146629923996,LONG,asian,500.0,2020,18600.0,-86.0,9600.0
1890.925,1946.9332963319132,1879.7233407336173,2025.3449111965917,8.927248867505769,LONG,london,500.0,2020,19100.0,-91.0,10100.0
1888.1785,1875.1487096336195,1875.1487096336195,2044.5359843965653,7.674720558668445,LONG,asian,-100.0,2020,19000.0,-90.0,10000.0
1888.1785,1874.5387096336196,1874.5387096336196,2051.855984396564,7.331490977052129,LONG,london,-100.0,2020,18900.0,-89.0,9900.0
1812.3595000000003,1830.7078962013723,1806.2433679328763,1885.7530848054882,16.350202857379305,LONG,asian,300.0,2020,19200.0,-92.0,10200.0
1846.2235,1838.1233992054392,1838.1233992054392,1943.42470953473,12.345525387430907,LONG,london,-100.0,2020,19100.0,-91.0,10100.0
1838.6795,1830.7188646302081,1830.7188646302081,1934.2071244375018,12.56181138247702,LONG,asian,-100.0,2020,19000.0,-90.0,10000.0
1834.7815,1861.0795776731798,1829.521884465364,1897.8968864156313,19.012796532650324,LONG,london,500.0,2020,19500.0,-95.0,10500.0
1845.8700000000001,1857.151357047941,1834.5886429520592,1981.246284575291,8.864181815631145,LONG,asian,99.99999999999999,2020,19600.0,-96.0,10600.0
1869.8535,1859.7060577512161,1859.7060577512161,1991.6228069854058,9.854700085825579,LONG,london,-100.0,2020,19500.0,-95.0,10500.0
1829.42,1854.3505863399464,1816.954706830027,1979.003518039678,8.022274216613171,LONG,ny,199.99999999999997,2020,19700.0,-97.0,10700.0
1863.4585000000002,1854.1392333714073,1854.1392333714073,1975.2896995431151,10.730458091325012,LONG,asian,-100.0,2020,19600.0,-96.0,10600.0
1853.3200000000002,1883.3485258089436,1838.3057370955285,2033.4911548536606,6.660333619855353,LONG,london,200.0,2020,19800.0,-98.0,10800.0
1861.3715,1889.026233587633,1847.5441332061835,2027.299901525798,7.232034955832605,LONG,ny,200.0,2020,20000.0,-100.0,11000.0
1853.3200000000002,1873.2382629044719,1833.4017370955285,2092.3391548536606,5.020518128493511,LONG,asian,100.0,2020,20100.0,-101.0,11100.0
1878.445,1873.186228033447,1873.186228033447,1941.550263598636,19.01584640597135,LONG,asian,-100.0,2020,20000.0,-100.0,11000.0
1878.2965000000002,1889.3120526003156,1872.7887236998424,1944.389815601893,18.156147699233216,LONG,asian,200.0,2020,20200.0,-102.0,11200.0
1880.0384999999999,1888.8952467948804,1875.6101266025596,1933.1789807692833,22.58165493853853,LONG,ny,200.0,2020,20400.0,-104.0,11400.0
1887.8535,1875.3824490650145,1875.3824490650145,2037.5061112198252,8.018570409288184,LONG,london,-100.00000000000001,2020,20300.0,-103.0,11300.0
1882.9235,1874.2180876045857,1874.2180876045857,1987.3884487449734,11.487106578968596,LONG,asian,-100.0,2020,20200.0,-102.0,11200.0
1881.55,1891.6097143554055,1876.5201428222972,1941.908286132433,19.881280216722224,LONG,london,200.0,2020,20400.0,-104.0,11400.0
1890.1734999999999,1935.7409575560487,1882.5789237406584,1981.3084151120975,13.16729157561598,LONG,ny,600.0,2021,21000.0,-110.00000000000001,12000.0
1882.8215,1946.202710541765,1873.7670413511764,1991.475003785883,11.044282588113942,LONG,asian,700.0,2021,21700.0,-117.0,12700.0
1897.5049999999999,1944.8759305769538,1889.609844903841,1992.2468611539077,12.66599563682419,LONG,london,600.0,2021,22300.0,-123.0,13300.0
1952.6415,1937.6906642370698,1937.6906642370698,2132.051529155162,6.688589292643076,LONG,ny,-100.0,2021,22200.0,-122.0,13200.0
1841.9015000000002,1834.5930417218628,1834.5930417218628,1929.602999337648,13.682776338635211,LONG,asian,-100.0,2021,22100.0,-121.0,13100.0
1853.9355,1862.0144873913405,1845.8565126086596,1950.8833486960852,12.377788843585309,LONG,asian,100.0,2021,22200.0,-122.0,13200.0
1870.6965,1853.5453024918525,1853.5453024918525,2076.5108700977707,5.830496672462414,LONG,ny,-100.0,2021,22100.0,-121.0,13100.0
1860.0805,1849.7615831366124,1849.7615831366124,1983.907502360651,9.69093959413596,LONG,london,-100.0,2021,22000.0,-120.0,13000.0
1862.4285,1850.1170201811567,1850.1170201811567,2010.1662578261194,8.122500420050677,LONG,asian,-99.99999999999999,2021,21900.0,-119.0,12900.0
1863.8715000000002,1848.9891781153851,1848.9891781153851,2042.459362615381,6.719381610968732,LONG,london,-100.0,2021,21800.0,-118.0,12800.0
1852.355,1839.5902983935507,1839.5902983935507,2005.5314192773917,7.834104006745873,LONG,asian,-100.0,2021,21700.0,-117.0,12700.0
1862.9035,1840.6062100183196,1840.6062100183196,2130.470979780163,4.484849956302372,LONG,london,-99.99999999999999,2021,21600.0,-115.99999999999999,12600.0
1821.17,1833.2477176925781,1809.092282307422,1966.1026123109368,8.27971000360867,LONG,asian,100.00000000000001,2021,21700.0,-117.0,12700.0
1844.0335,1836.4278845923282,1836.4278845923282,1935.3008848920622,13.14817994861128,LONG,asian,-100.0,2021,21600.0,-115.99999999999999,12600.0
1846.6265,1840.3246573668403,1840.3246573668403,1922.248611597918,15.868374667721392,LONG,asian,-100.0,2021,21500.0,-114.99999999999999,12500.0
1853.8135,1839.5780085561396,1839.5780085561396,2024.6393973263246,7.024696013788056,LONG,asian,-100.0,2021,21400.0,-113.99999999999999,12400.0
1821.17,1835.6017176925782,1806.738282307422,1994.3506123109373,6.9291821063980255,LONG,london,100.0,2021,21500.0,-114.99999999999999,12500.0
1842.615,1833.1982855050678,1833.1982855050678,1955.6155739391863,10.619415089394197,LONG,asian,-99.99999999999999,2021,21400.0,-113.99999999999999,12400.0
1799.7724999999998,1789.0573417064522,1789.0573417064522,1928.3543995225707,9.332573281742158,LONG,london,-100.0,2021,21300.0,-112.99999999999999,12300.0
1804.5349999999999,1782.5377268284712,1782.5377268284712,2068.502278058343,4.5460180096063665,LONG,ny,-99.99999999999999,2021,21200.0,-112.00000000000001,12200.0
1793.5919999999999,1779.4819073250214,1779.4819073250214,1962.913112099741,7.087125669793155,LONG,asian,-100.0,2021,21100.0,-111.00000000000001,12100.0
1720.8594999999998,1728.8626958473906,1712.856304152609,1816.897850168689,12.495008482467956,LONG,ny,100.0,2021,21200.0,-112.00000000000001,12200.0
1731.6185,1741.3321156842728,1721.9048843157273,1848.1818882112734,10.294827719188953,LONG,ny,100.0,2021,21300.0,-112.99999999999999,12300.0
1737.1415,1725.2655057736613,1725.2655057736613,1879.653430716064,8.420347643670903,LONG,ny,-100.0,2021,21200.0,-112.00000000000001,12200.0
1716.2099999999998,1692.9220400053762,1692.9220400053762,1995.6655199354834,4.294064401651603,LONG,london,-100.0,2021,21100.0,-111.00000000000001,12100.0
1716.2099999999998,1684.383040005376,1684.383040005376,2098.133519935486,3.1419903131462075,LONG,asian,-100.0,2021,21000.0,-110.00000000000001,12000.0
1717.315,1733.585241126299,1709.1798794368506,1814.9364467577939,12.29238082260029,LONG,asian,200.0,2021,21200.0,-112.00000000000001,12200.0
1740.0015,1735.025186519595,1735.025186519595,1799.71726176486,20.095197055765368,LONG,asian,-100.0,2021,21100.0,-111.00000000000001,12100.0
1757.7314999999999,1752.9751221080862,1752.9751221080862,1814.8080347029636,21.02440181845324,LONG,ny,-100.0,2021,21000.0,-110.00000000000001,12000.0
1746.1315,1735.8716175125332,1735.8716175125332,1869.2500898496005,9.74670032743145,LONG,asian,-100.0,2021,20900.0,-109.00000000000001,11900.0
1723.415,1735.1039349344462,1711.7260650655537,1863.682219213355,8.555099379098166,LONG,london,100.0,2021,21000.0,-110.00000000000001,12000.0
1746.2599999999998,1740.1287137437885,1740.1287137437885,1819.8354350745353,16.30979142405805,LONG,asian,-100.0,2021,20900.0,-109.00000000000001,11900.0
1747.1015000000002,1777.3141553146588,1737.030614895114,1867.9521212586346,9.92961382823064,LONG,asian,300.0,2021,21200.0,-112.00000000000001,12200.0
1750.3935,1778.4294152624668,1743.3845211843832,1834.5012457874006,14.267413646220426,LONG,london,400.0,2021,21600.0,-115.99999999999999,12600.0
1776.2285,1785.7099898285821,1766.7470101714177,1890.0063779429863,10.546865714979454,LONG,asian,100.0,2021,21700.0,-117.0,12700.0
1772.4665000000002,1782.6646335607943,1762.2683664392061,1894.8441027295291,9.805715860051308,LONG,london,99.99999999999999,2021,21800.0,-118.0,12800.0
1784.9135,1776.797322528038,1776.797322528038,1882.3076296635459,12.32107113791639,LONG,asian,-100.0,2021,21700.0,-117.0,12700.0
1784.9135,1775.0128225280382,1775.0128225280382,1903.721629663543,10.100318920921701,LONG,london,-100.0,2021,21600.0,-115.99999999999999,12600.0
1785.0765,1773.3785300036911,1773.3785300036911,1925.452139955705,8.548491749556081,LONG,london,-100.0,2021,21500.0,-114.99999999999999,12500.0
1779.9985,1770.754340003975,1770.754340003975,1890.9284199523001,10.817640547437508,LONG,asian,-99.99999999999999,2021,21400.0,-113.99999999999999,12400.0
1786.1464999999998,1826.8070298994955,1780.3378528715004,1855.8502655419925,17.215712675910837,LONG,ny,699.9999999999999,2021,22100.0,-121.0,13100.0
1784.4915,1832.5807844114333,1776.4766192647612,1880.6700688228666,12.476792020164677,LONG,asian,600.0,2021,22700.0,-127.0,13700.0
1784.4915,1818.7706422057165,1773.0651192647613,1921.6080688228658,8.75167757114913,LONG,london,300.0,2021,23000.0,-130.0,14000.0
1838.1499999999999,1833.6011567979747,1833.6011567979747,1892.736118424302,21.983611120180882,LONG,asian,-100.0,2021,22900.0,-129.0,13900.0
1836.3835000000001,1826.8307355940265,1826.8307355940265,1951.0166728716842,10.468174001806902,LONG,ny,-99.99999999999999,2021,22800.0,-128.0,13800.0
1832.5685,1825.1856921477909,1825.1856921477909,1921.1621942265108,13.544982072109066,LONG,asian,-100.0,2021,22700.0,-127.0,13700.0
1839.92,1828.7187140875878,1828.7187140875878,1974.3354309489469,8.927546424753718,LONG,london,-100.0,2021,22600.0,-126.0,13600.0
1835.49,1824.7321344020177,1824.7321344020177,1964.5843871757882,9.295524199405797,LONG,asian,-100.0,2021,22500.0,-125.0,13500.0
1837.6285,1844.4136908850157,1830.8433091149843,1919.0507906201885,14.737978885876029,LONG,london,100.0,2021,22600.0,-126.0,13600.0
1841.6499999999999,1861.0082467647235,1835.1972510784253,1919.0829870588943,15.497271196412667,LONG,ny,300.0,2021,22900.0,-129.0,13900.0
1854.4685000000002,1861.6808633162727,1847.2561366837276,1941.0168597952709,13.865080780717143,LONG,london,100.0,2021,23000.0,-130.0,14000.0
1832.1215,1872.0018020609582,1818.8280659796806,1991.6427082438329,7.52251072575732,LONG,asian,300.0,2021,23300.0,-133.0,14300.0
1877.1284999999998,1903.2164171942704,1870.6065207014321,1955.3922515828117,15.332768692160947,LONG,asian,400.0,2021,23700.0,-137.0,14700.0
1878.14,1896.752676035286,1868.8336619823572,1989.8160562117152,10.745365127552887,LONG,ny,200.0,2021,23900.0,-139.0,14900.0
1898.4565,1888.5480716259535,1888.5480716259535,2017.3576404885578,10.092417911798583,LONG,ny,-100.0,2021,23800.0,-138.0,14800.0
1894.435,1888.8668667875847,1888.8668667875847,1961.2525985489824,17.959340444124273,LONG,asian,-100.0,2021,23700.0,-137.0,14700.0
1896.3249999999998,1904.4629142516756,1888.187085748324,1993.9799710201087,12.288160935021926,LONG,asian,100.0,2021,23800.0,-138.0,14800.0
1872.5885,1891.8535903024838,1853.3234096975164,2103.7695836298044,5.190736115423642,LONG,london,100.0,2021,23900.0,-139.0,14900.0
