date,direction,pnl,outcome,reason,hour,dow,year,month,level,atr
2021-12-08,short,-99.99999999999932,loss,sl,18,2,2021,2021-12,1785.1415,1.8334607312178959
2021-12-09,long,-99.99999999999444,loss,sl,4,3,2021,2021-12,1785.875,1.073279626192803
2021-12-09,long,-99.99999999999531,loss,sl,11,3,2021,2021-12,1782.8700000000001,1.592089913459706
2021-12-14,long,152.13313391005826,win,sl,0,1,2021,2021-12,1785.452,1.1434779391192198
2021-12-14,long,153.76313253604815,win,sl,0,1,2021,2021-12,1785.452,1.1010866577535743
2021-12-14,short,-100.00000000000429,loss,sl,5,1,2021,2021-12,1787.0185,1.003406308220931
2021-12-20,long,82.3094000109351,win,sl,1,0,2021,2021-12,1798.78,1.789723438921339
2021-12-20,long,105.50589425447683,win,sl,5,0,2021,2021-12,1802.38,1.1305383939452267
2021-12-21,long,-100.00000000000529,loss,sl,4,1,2021,2021-12,1791.9180000000001,1.2281472925193873
2021-12-21,short,-99.9999999999951,loss,sl,8,1,2021,2021-12,1797.8085,1.6185280142868461
2021-12-21,long,-99.99999999999842,loss,sl,9,1,2021,2021-12,1796.864,1.577383156123485
2021-12-21,short,-99.99999999999784,loss,sl,11,1,2021,2021-12,1797.8085,1.3605771542256955
2021-12-23,long,-100.00000000000666,loss,sl,10,3,2021,2021-12,1805.1535000000001,1.1391651639427587
2021-12-23,long,194.19898610350626,win,sl,13,3,2021,2021-12,1805.1535000000001,1.1970589824675497
2021-12-27,long,122.89820715997337,win,sl,9,0,2021,2021-12,1805.1535000000001,1.0684586591494813
2021-12-27,long,121.4534312394848,win,sl,9,0,2021,2021-12,1805.1535000000001,1.0578901834959595
2021-12-29,long,-99.99999999999788,loss,sl,0,2,2021,2021-12,1805.095,1.2768052898325366
2021-12-29,short,-100.000000000006,loss,sl,21,2,2021,2021-12,1804.76,1.3437530312054708
2021-12-30,short,-100.0000000000008,loss,sl,0,3,2021,2021-12,1805.3935,1.1880481207340285
2021-12-30,short,-99.99999999999962,loss,sl,15,3,2021,2021-12,1807.7649999999999,2.1921517315165686
2022-01-04,short,119.24780939641455,win,sl,2,1,2022,2022-01,1806.732,1.402531066810515
2022-01-04,short,-100.00000000000166,loss,sl,9,1,2022,2022-01,1806.732,1.6176511444570862
2022-01-05,long,250.0,win,tp,13,2,2022,2022-01,1814.3450000000003,1.9591552548667044
2022-01-05,long,-100.00000000000358,loss,sl,20,2,2022,2022-01,1807.62,2.830243413052484
2022-01-06,long,81.22860393988766,win,sl,1,3,2022,2022-01,1807.62,1.8972420082807888
2022-01-06,long,-99.99999999999437,loss,sl,2,3,2022,2022-01,1807.62,1.7722943657787342
2022-01-10,short,-100.00000000000277,loss,sl,0,0,2022,2022-01,1794.0000000000002,1.738367333491803
2022-01-10,short,-99.99999999999942,loss,sl,1,0,2022,2022-01,1796.7884999999999,1.7452361631492395
2022-01-11,long,128.16227281392685,win,sl,12,1,2022,2022-01,1805.13,1.4649540344438996
2022-01-11,short,144.61848840418915,win,sl,13,1,2022,2022-01,1808.7450000000001,1.4987664691210028
2022-01-13,long,-100.00000000000125,loss,sl,14,3,2022,2022-01,1820.1554999999998,2.0302753312343813
2022-01-13,long,83.513412484047,win,sl,17,3,2022,2022-01,1819.087,2.2078573858141164
2022-01-17,long,-100.00000000000217,loss,sl,0,0,2022,2022-01,1815.228,1.4963140629026515
2022-01-17,long,-99.99999999999568,loss,sl,7,0,2022,2022-01,1821.6580000000001,1.1620088738721326
2022-01-18,short,-99.99999999999561,loss,sl,0,1,2022,2022-01,1820.6,0.8180894844645441
2022-01-18,short,-100.00000000001077,loss,sl,1,1,2022,2022-01,1820.6,0.8205006269107824
2022-01-18,long,-100.00000000000277,loss,sl,8,1,2022,2022-01,1815.3569999999997,1.7300626899183928
2022-01-18,long,132.9843119574567,win,sl,12,1,2022,2022-01,1813.193,1.733105138885181
2022-01-19,long,85.48249925888183,win,sl,4,2,2022,2022-01,1810.69,1.1411949940888693
2022-01-19,short,-100.00000000000328,loss,sl,9,2,2022,2022-01,1817.2720000000002,1.4838011967642128
2022-01-20,long,-99.99999999999312,loss,sl,10,3,2022,2022-01,1838.4899999999998,1.4727484134333384
2022-01-20,long,-100.0000000000024,loss,sl,16,3,2022,2022-01,1838.4899999999998,2.730464191995841
2022-01-24,long,174.6486963342297,win,sl,8,0,2022,2022-01,1840.015,1.5602237782917683
2022-01-24,long,-100.00000000000054,loss,sl,10,0,2022,2022-01,1840.015,1.650321838168102
2022-01-25,long,117.29121229120885,win,sl,15,1,2022,2022-01,1840.1399999999999,3.2884863207894037
2022-01-26,long,-100.00000000000755,loss,sl,12,2,2022,2022-01,1846.6449999999998,1.4394626279510072
2022-01-31,short,-100.00000000000597,loss,sl,13,0,2022,2022-01,1793.04,1.8453901730487166
2022-02-01,long,-100.00000000000406,loss,sl,13,1,2022,2022-02,1801.925,2.0841290857898973
2022-02-02,short,170.42964762149458,win,sl,5,2,2022,2022-02,1798.795,0.8903213122182724
2022-02-02,short,-99.99999999999302,loss,sl,10,2,2022,2022-02,1803.5685,1.4112330580306738
2022-02-03,short,-99.9999999999993,loss,sl,10,3,2022,2022-02,1803.7500000000002,1.2291098720561509
2022-02-03,short,-100.00000000000118,loss,sl,19,3,2022,2022-02,1806.1,2.2298318283912715
2022-02-06,short,-99.99999999999461,loss,sl,23,6,2022,2022-02,1810.4985,1.8219398783956948
2022-02-07,short,-100.00000000000344,loss,sl,2,0,2022,2022-02,1811.505,1.7537152293747873
2022-02-07,short,-99.99999999999447,loss,sl,4,0,2022,2022-02,1810.4985,1.3943741402580005
2022-02-08,long,90.3991535401675,win,sl,12,1,2022,2022-02,1817.2350000000001,1.3420332513590538
2022-02-09,long,85.97303945146551,win,sl,15,2,2022,2022-02,1827.185,2.0679027920127115
2022-02-10,long,159.94664093057736,win,sl,7,3,2022,2022-02,1833.522,0.8012137601033266
2022-02-14,long,-100.00000000000202,loss,sl,6,0,2022,2022-02,1851.52,1.8272889097747425
2022-02-14,long,-100.0000000000023,loss,sl,12,0,2022,2022-02,1851.52,2.3986241346612487
2022-02-15,long,82.88969099451823,win,sl,9,1,2022,2022-02,1852.257,3.2915698357321643
2022-02-15,long,-99.99999999999906,loss,sl,20,1,2022,2022-02,1852.5200000000002,2.4670512252580696
2022-02-16,long,102.90917855636165,win,sl,3,2,2022,2022-02,1852.5200000000002,1.258141722010449
2022-02-16,long,-100.00000000000342,loss,sl,12,2,2022,2022-02,1854.025,1.3929566293683797
2022-02-21,long,-99.99999999999996,loss,sl,6,0,2022,2022-02,1889.555,2.2323055544723056
2022-02-22,long,-99.99999999999802,loss,sl,10,1,2022,2022-02,1892.887,3.1892866470225902
2022-02-22,long,-100.0000000000017,loss,sl,11,1,2022,2022-02,1894.0249999999999,3.2171947436638124
2022-02-23,long,116.24729662942958,win,sl,12,2,2022,2022-02,1894.0249999999999,1.8390718188329709
2022-02-24,long,-99.99999999999991,loss,sl,16,3,2022,2022-02,1920.98,7.797406110699747
2022-02-24,long,86.35902901616694,win,sl,20,3,2022,2022-02,1889.695,8.28195664487211
2022-02-27,long,-99.99999999999832,loss,sl,23,6,2022,2022-02,1907.2199999999998,5.8627672329683795
2022-02-28,long,-99.99999999999856,loss,sl,3,0,2022,2022-02,1904.4525,4.5124949283925355
2022-02-28,long,-100.00000000000269,loss,sl,6,0,2022,2022-02,1907.2199999999998,3.3026164569149863
2022-03-01,long,118.22950558486612,win,sl,4,1,2022,2022-03,1904.625,1.9086200066398253
2022-03-01,long,80.48806585263085,win,sl,5,1,2022,2022-03,1904.625,1.74249622578197
2022-03-03,long,106.26816528891503,win,sl,16,3,2022,2022-03,1922.1039999999998,4.057957511312168
2022-03-07,long,-100.0000000000019,loss,sl,19,0,2022,2022-03,1989.3039999999999,5.7868702441043105
2022-03-08,long,141.6746531796257,win,sl,18,1,2022,2022-03,2021.2499999999998,12.347347088545773
2022-03-09,long,-100.0000000000008,loss,sl,16,2,2022,2022-03,1999.4705,7.815890960776124
2022-03-09,long,104.72409428132126,win,sl,18,2,2022,2022-03,1983.7,7.175722917162153
2022-03-10,long,-100.00000000000196,loss,sl,0,3,2022,2022-03,1983.7,4.66906056575649
2022-03-10,long,146.93829524861715,win,sl,4,3,2022,2022-03,1976.275,3.9264293013039637
2022-03-10,short,-99.99999999999977,loss,sl,16,3,2022,2022-03,2000.2500000000002,6.790004797110002
2022-03-13,short,140.95899959712037,win,sl,22,6,2022,2022-03,1990.1150000000002,4.622594078561226
2022-03-14,long,-100.00000000000276,loss,sl,23,0,2022,2022-03,1952.444,2.9102901424891225
2022-03-15,long,-100.00000000000017,loss,sl,11,1,2022,2022-03,1921.879,4.3189436708769255
2022-03-17,long,129.07599322207278,win,sl,19,3,2022,2022-03,1934.8325,2.995694364099997
2022-03-21,short,-99.99999999999932,loss,sl,7,0,2022,2022-03,1926.46,1.8585936828471987
2022-03-21,short,-100.00000000000028,loss,sl,10,0,2022,2022-03,1926.46,2.3531003142195392
2022-03-22,short,-99.99999999999991,loss,sl,10,1,2022,2022-03,1929.035,2.479656034798611
2022-03-22,short,127.67929972515608,win,sl,19,1,2022,2022-03,1923.4325,2.760925175372479
2022-03-23,short,93.06265119060878,win,sl,2,2,2022,2022-03,1923.4325,1.9708761072578835
2022-03-23,short,-100.00000000000593,loss,sl,8,2,2022,2022-03,1923.4325,1.7949996000689978
2022-03-24,long,111.76802706665237,win,sl,23,3,2022,2022-03,1958.7150000000001,2.0274362522012814
2022-03-28,short,89.57824023723245,win,sl,11,0,2022,2022-03,1934.415,3.1837907294055507
2022-03-28,long,94.36881627403514,win,sl,13,0,2022,2022-03,1933.1285,4.509974983809724
2022-03-28,long,89.65247755594021,win,sl,14,0,2022,2022-03,1933.1285,4.549083913537594
2022-03-29,short,-100.00000000000313,loss,sl,18,1,2022,2022-03,1917.97,3.411560483264459
2022-03-30,short,96.08438796361348,win,sl,4,2,2022,2022-03,1928.181,2.2816724581444197
2022-03-31,short,-99.99999999999848,loss,sl,8,3,2022,2022-03,1927.375,2.7488169688302113
2022-03-31,long,119.71876953097527,win,sl,9,3,2022,2022-03,1922.035,2.7251023863893136
2022-04-04,short,197.36640423537835,win,sl,0,0,2022,2022-04,1926.1,2.025349802760136
2022-04-04,short,-99.9999999999953,loss,sl,7,0,2022,2022-04,1930.6850000000002,2.3186609556190616
2022-04-05,short,109.90167103146061,win,sl,0,1,2022,2022-04,1933.1705,1.4826385754789018
2022-04-05,short,140.96756764197926,win,sl,9,1,2022,2022-04,1930.935,2.077444068562653
2022-04-06,short,93.96638650078074,win,sl,18,2,2022,2022-04,1929.572,3.6203111292935533
2022-04-07,short,-100.00000000000375,loss,sl,6,3,2022,2022-04,1924.7274999999997,1.7614520807327858
2022-04-07,short,-100.00000000000287,loss,sl,14,3,2022,2022-04,1933.575,3.048815866703448
2022-04-07,long,90.3488191707481,win,sl,22,3,2022,2022-04,1930.05,1.9616595042954217
2022-04-11,long,80.58186929879282,win,sl,2,0,2022,2022-04,1943.295,2.1703096951628473
2022-04-11,long,-100.00000000000333,loss,sl,5,0,2022,2022-04,1943.295,2.172316283058463
2022-04-13,long,-100.00000000000604,loss,sl,4,2,2022,2022-04,1969.2450000000001,1.8316485454348623
2022-04-13,long,192.00265133023822,win,sl,5,2,2022,2022-04,1969.2450000000001,1.7333853630301121
2022-04-14,long,-99.99999999999673,loss,sl,6,3,2022,2022-04,1970.0780000000002,1.875138277645708
2022-04-14,long,208.12616483972596,win,sl,7,3,2022,2022-04,1972.316,1.9488069720996057
2022-04-18,long,108.29069084340061,win,sl,15,0,2022,2022-04,1982.6599999999999,2.9722027559062756
2022-04-19,long,-100.00000000000391,loss,sl,0,1,2022,2022-04,1976.2979999999998,1.7702483321863145
2022-04-19,long,-100.00000000000597,loss,sl,3,1,2022,2022-04,1976.2979999999998,1.6716206976262948
2022-04-20,short,-100.00000000000244,loss,sl,14,2,2022,2022-04,1953.7749999999999,3.0858911999083984
2022-04-20,short,-100.00000000000273,loss,sl,15,2,2022,2022-04,1953.7749999999999,3.0368801686949234
2022-04-21,short,131.626043179415,win,sl,2,3,2022,2022-04,1953.7749999999999,1.7144833881206638
2022-04-21,long,93.3858118466348,win,sl,16,3,2022,2022-04,1940.218,3.283707569314563
2022-04-21,long,166.24345804861434,win,sl,17,3,2022,2022-04,1942.17,3.4022897338863296
2022-04-21,short,-100.00000000000315,loss,sl,17,3,2022,2022-04,1949.9845,3.3679476100372843
2022-04-26,short,141.93499117624307,win,sl,15,1,2022,2022-04,1907.6049999999998,3.883255196992665
2022-04-26,short,143.4705652191449,win,sl,22,1,2022,2022-04,1907.2749999999999,2.4036553191693315
2022-04-27,short,-100.00000000000202,loss,sl,6,2,2022,2022-04,1900.8600000000001,2.182196560233662
2022-04-27,short,250.0,win,tp,12,2,2022,2022-04,1907.2749999999999,3.407915700486932
2022-04-28,short,94.75770218506852,win,sl,9,3,2022,2022-04,1891.6074999999998,3.1742155963194008
2022-04-28,short,-100.00000000000267,loss,sl,17,3,2022,2022-04,1891.6074999999998,3.222817071296645
2022-05-04,short,-100.00000000000165,loss,sl,6,2,2022,2022-05,1865.3600000000001,1.7126824955889506
2022-05-05,short,189.81131565888705,win,sl,6,3,2022,2022-05,1902.855,2.3658539112451726
2022-05-05,short,102.98754548967331,win,sl,14,3,2022,2022-05,1894.2350000000001,4.3710100614682235
2022-05-11,short,-99.99999999999648,loss,sl,7,2,2022,2022-05,1850.2549999999999,2.67837209370496
2022-05-11,short,98.78043338384866,win,sl,11,2,2022,2022-05,1854.4609999999998,2.393709198768537
2022-05-16,short,168.54863765963742,win,sl,1,0,2022,2022-05,1816.685,2.2896337533468882
2022-05-16,short,-99.99999999999861,loss,sl,1,0,2022,2022-05,1816.685,2.1827454301817704
2022-05-17,long,-99.9999999999979,loss,sl,15,1,2022,2022-05,1821.9325000000001,3.447599309930483
2022-05-17,short,-99.99999999999623,loss,sl,18,1,2022,2022-05,1818.1650000000002,2.843759773561367
2022-05-18,short,-99.99999999999753,loss,sl,12,2,2022,2022-05,1812.925,2.595985764040116
2022-05-19,long,-100.00000000000226,loss,sl,18,3,2022,2022-05,1840.2105,2.774587561982963
2022-05-23,short,89.3691348674197,win,sl,14,0,2022,2022-05,1858.3220000000001,2.8542356751353863
2022-05-23,long,-100.00000000000237,loss,sl,14,0,2022,2022-05,1852.5449999999998,2.850254555482866
2022-05-23,short,94.12933944227669,win,sl,18,0,2022,2022-05,1858.3220000000001,2.3197758319976614
2022-05-24,long,250.0,win,tp,6,1,2022,2022-05,1850.805,1.4424362611808557
2022-05-24,long,136.7497159985161,win,sl,7,1,2022,2022-05,1856.081,1.746537459797643
2022-05-25,long,-100.00000000000331,loss,sl,14,2,2022,2022-05,1849.3700000000001,2.7030276172860357
2022-05-26,short,-100.00000000000657,loss,sl,2,3,2022,2022-05,1850.7545,1.516249525401818
2022-05-29,long,-99.9999999999945,loss,sl,22,6,2022,2022-05,1851.9950000000001,1.5183146045247593
2022-05-30,short,-99.99999999999734,loss,sl,6,0,2022,2022-05,1863.71,1.6718845309060715
2022-05-30,long,-99.99999999999464,loss,sl,9,0,2022,2022-05,1856.72,1.7593759352326774
2022-05-30,short,-100.00000000000372,loss,sl,10,0,2022,2022-05,1855.825,1.776570856306923
2022-06-01,short,112.18476842011147,win,sl,13,2,2022,2022-06,1847.1705,2.981573022783769
2022-06-01,short,86.60297456258269,win,sl,19,2,2022,2022-06,1849.9675,2.4995463265638316
2022-06-02,short,90.41684145757223,win,sl,1,3,2022,2022-06,1847.1705,1.4476657913955657
2022-06-02,short,-99.99999999999426,loss,sl,2,3,2022,2022-06,1847.1705,1.4867891417130465
2022-06-06,short,-100.00000000000429,loss,sl,9,0,2022,2022-06,1853.36,1.4888863472480622
2022-06-07,short,-99.99999999999824,loss,sl,9,1,2022,2022-06,1848.405,1.9449654649086259
2022-06-08,long,-99.99999999999929,loss,sl,2,2,2022,2022-06,1848.847,1.5663696346232538
2022-06-08,long,-99.99999999999343,loss,sl,23,2,2022,2022-06,1852.9505,1.2901495579299929
2022-06-09,long,-100.00000000000304,loss,sl,12,3,2022,2022-06,1846.7775,2.4864472945054485
2022-06-09,long,-99.99999999999955,loss,sl,18,3,2022,2022-06,1847.6,2.2273713597298967
2022-06-13,long,-100.00000000000036,loss,sl,8,0,2022,2022-06,1855.173,2.5746894208907545
2022-06-13,long,-100.00000000000277,loss,sl,18,0,2022,2022-06,1824.3749999999998,3.0351336597958904
2022-06-16,short,-99.99999999999795,loss,sl,13,3,2022,2022-06,1833.73,4.168449620663154
2022-06-20,long,250.0,win,tp,2,0,2022,2022-06,1834.8225,2.372293135377054
2022-06-20,short,-100.00000000000048,loss,sl,8,0,2022,2022-06,1840.4499999999998,2.10397389091121
2022-06-20,short,-100.00000000000082,loss,sl,12,0,2022,2022-06,1840.4499999999998,1.9869532896784512
2022-06-21,short,-100.00000000000038,loss,sl,0,1,2022,2022-06,1839.5625,1.265396092255282
2022-06-21,short,192.3233389256324,win,sl,5,1,2022,2022-06,1839.5625,1.2633255072747074
2022-06-22,short,-100.00000000000055,loss,sl,10,2,2022,2022-06,1830.37,2.2584728410551964
2022-06-22,short,-99.99999999999791,loss,sl,11,2,2022,2022-06,1840.932,2.823444974701547
2022-06-23,long,-100.00000000000458,loss,sl,2,3,2022,2022-06,1833.0575,1.570730319606738
2022-06-23,short,-100.00000000000011,loss,sl,6,3,2022,2022-06,1835.15,1.6651247399383902
2022-06-23,long,-99.99999999999562,loss,sl,8,3,2022,2022-06,1831.145,2.102615457616458
2022-06-23,short,155.52634142999625,win,sl,10,3,2022,2022-06,1830.37,2.0874425257230134
2022-06-27,short,-99.99999999999926,loss,sl,7,0,2022,2022-06,1839.7849999999999,1.6305036898509235
2022-06-27,short,-99.99999999999778,loss,sl,7,0,2022,2022-06,1836.9975,1.8995076919104998
2022-06-28,short,141.9135666845967,win,sl,9,1,2022,2022-06,1827.1325000000002,1.6032339166088296
2022-06-28,short,137.82698242850384,win,sl,12,1,2022,2022-06,1827.1325000000002,1.9878873001858017
2022-06-29,short,-100.00000000000358,loss,sl,19,2,2022,2022-06,1819.7310000000002,1.836320430687172
2022-07-04,short,90.2171737841979,win,sl,0,0,2022,2022-07,1808.8615,2.0696194838833817
2022-07-04,short,-99.9999999999985,loss,sl,4,0,2022,2022-07,1812.8695,1.9327274937054717
2022-07-07,short,-99.99999999999837,loss,sl,7,3,2022,2022-07,1744.472,1.84581034869578
2022-07-11,short,84.73425116891988,win,sl,2,0,2022,2022-07,1743.057,1.920482928747464
2022-07-11,short,-99.99999999999869,loss,sl,13,0,2022,2022-07,1739.98,2.128016576124565
2022-07-13,short,-100.00000000000537,loss,sl,10,2,2022,2022-07,1728.7915000000003,1.889777950200722
2022-07-13,short,-99.99999999999983,loss,sl,10,2,2022,2022-07,1728.7915000000003,1.8516509537578292
2022-07-14,short,83.3668832017552,win,sl,4,3,2022,2022-07,1730.3305000000003,2.111182460320854
2022-07-18,short,-100.00000000000287,loss,sl,19,0,2022,2022-07,1708.3485,2.0518401325234077
2022-07-19,short,-100.00000000000362,loss,sl,12,1,2022,2022-07,1711.222,2.1395658531372783
2022-07-21,short,-100.00000000000064,loss,sl,14,3,2022,2022-07,1709.8870000000002,5.078676631657085
2022-07-25,short,120.0763566663789,win,sl,4,0,2022,2022-07,1728.45,1.6648304943335637
2022-07-25,long,-99.99999999999865,loss,sl,12,0,2022,2022-07,1725.805,2.3704966308187387
2022-07-25,long,109.16095263595327,win,sl,15,0,2022,2022-07,1716.0855000000001,2.5857973764846474
2022-07-26,short,130.7517581093585,win,sl,8,1,2022,2022-07,1726.232,1.6591337221753895
2022-07-26,short,154.9943083825621,win,sl,10,1,2022,2022-07,1721.4569999999999,1.727229901188841
2022-07-26,long,-99.999999999994,loss,sl,11,1,2022,2022-07,1716.4950000000001,1.798551226023727
2022-07-27,short,200.8114428489836,win,sl,0,2,2022,2022-07,1720.6425,1.2518092846153595
2022-07-27,short,-99.99999999999527,loss,sl,6,2,2022,2022-07,1719.863,1.4693418662651097
2022-08-01,long,96.36356533309514,win,sl,0,0,2022,2022-08,1760.927,1.6984008846811705
2022-08-01,long,-100.00000000000486,loss,sl,3,0,2022,2022-08,1761.8950000000002,1.5867842515955684
2022-08-03,long,146.58829423275827,win,sl,0,2,2022,2022-08,1755.047,2.421909701560716
2022-08-03,long,93.37331500712818,win,sl,2,2,2022,2022-08,1764.2949999999998,2.4705091868068694
2022-08-04,long,177.05857771637918,win,sl,4,3,2022,2022-08,1770.277,1.3429554503987549
2022-08-08,short,88.57004578510153,win,sl,1,0,2022,2022-08,1775.1770000000001,1.7523521798893482
2022-08-08,long,250.0,win,tp,3,0,2022,2022-08,1771.6384999999998,1.5130387683733506
2022-08-08,long,250.0,win,tp,5,0,2022,2022-08,1771.6384999999998,1.3376711761705464
2022-08-08,short,-100.00000000000296,loss,sl,6,0,2022,2022-08,1775.1770000000001,1.3899175944226998
2022-08-10,long,171.66223511312822,win,sl,6,2,2022,2022-08,1788.3,1.17994596374971
2022-08-10,long,96.27494274994568,win,sl,7,2,2022,2022-08,1788.3,1.3039814687433526
2022-08-11,long,-100.00000000000186,loss,sl,18,3,2022,2022-08,1786.42,2.049718345084746
2022-08-15,long,-99.999999999995,loss,sl,5,0,2022,2022-08,1792.3570000000002,1.3190083312793581
2022-08-16,long,-99.99999999999164,loss,sl,0,1,2022,2022-08,1777.6715,1.3301590216964287
2022-08-16,long,-100.00000000000728,loss,sl,6,1,2022,2022-08,1780.476,1.17147754232397
2022-08-16,short,-100.00000000000331,loss,sl,13,1,2022,2022-08,1777.9454999999998,2.5277126394713907
2022-08-17,long,191.64166680182618,win,sl,5,2,2022,2022-08,1777.6715,1.0779580523982246
2022-08-17,long,-99.99999999999906,loss,sl,9,2,2022,2022-08,1772.8819999999998,1.5840100204088834
2022-08-18,short,-100.00000000000222,loss,sl,9,3,2022,2022-08,1766.565,1.475807393764593
2022-08-23,short,112.51531317730424,win,sl,6,1,2022,2022-08,1738.5964999999999,1.3919913717333388
2022-08-23,short,199.47445553615032,win,sl,11,1,2022,2022-08,1738.5964999999999,1.9968726891114565
2022-08-29,short,145.2034528086656,win,sl,15,0,2022,2022-08,1741.7359999999999,2.756158118322659
2022-08-29,short,-100.00000000000011,loss,sl,16,0,2022,2022-08,1738.58,2.3523770187391593
2022-09-05,short,-100.00000000000051,loss,sl,3,0,2022,2022-09,1713.5000000000002,1.5908634819233987
2022-09-05,short,-100.00000000000524,loss,sl,8,0,2022,2022-09,1714.117,1.745516293530863
2022-09-05,long,-99.99999999999517,loss,sl,13,0,2022,2022-09,1710.7970000000003,1.5085140732310993
2022-09-05,long,154.70172729055324,win,sl,15,0,2022,2022-09,1709.5320000000002,1.4170393033456032
2022-09-06,long,-99.99999999999982,loss,sl,8,1,2022,2022-09,1715.1145,1.9727685575849174
2022-09-12,long,-99.99999999999345,loss,sl,0,0,2022,2022-09,1716.8435,1.575159321606055
2022-09-14,short,88.72046124826498,win,sl,13,2,2022,2022-09,1707.405,2.384624767681454
2022-09-15,short,135.1101030205214,win,sl,12,3,2022,2022-09,1691.375,2.65433000142505
2022-09-19,short,250.0,win,tp,0,0,2022,2022-09,1678.8485,1.8942225904640375
2022-09-19,short,182.45289685425715,win,sl,6,0,2022,2022-09,1666.8265000000001,1.6077560915483913
2022-09-21,short,94.89189543074544,win,sl,7,2,2022,2022-09,1672.622,2.155059049854149
2022-09-21,short,-99.99999999999811,loss,sl,7,2,2022,2022-09,1672.622,2.1176580582926308
2022-09-22,short,173.29325056915127,win,sl,6,3,2022,2022-09,1663.8919999999998,2.2783186936450375
2022-09-26,short,250.0,win,tp,0,0,2022,2022-09,1645.7954999999997,2.3684661862733183
2022-09-26,short,-99.99999999999778,loss,sl,10,0,2022,2022-09,1641.6450000000002,3.2457010722428814
2022-09-29,short,181.88793753923306,win,sl,14,3,2022,2022-09,1655.2884999999999,3.732289412323389
2022-10-03,short,-99.9999999999985,loss,sl,7,0,2022,2022-10,1668.131,2.2350878603215616
2022-10-03,short,-99.9999999999989,loss,sl,11,0,2022,2022-10,1667.6315,2.3489011497211125
2022-10-05,long,127.47428053845744,win,sl,12,2,2022,2022-10,1705.6519999999998,3.109731227538464
2022-10-05,long,115.0623620719887,win,sl,15,2,2022,2022-10,1705.6519999999998,3.9771095432796177
2022-10-06,long,-99.99999999999693,loss,sl,6,3,2022,2022-10,1721.2820000000002,1.7818201322252754
2022-10-06,long,115.06782270153666,win,sl,11,3,2022,2022-10,1712.8945,2.555011046763608
2022-10-11,short,-100.00000000000122,loss,sl,7,1,2022,2022-10,1667.265,2.3406235718100277
2022-10-11,short,-100.0000000000018,loss,sl,7,1,2022,2022-10,1667.265,2.375936173823632
2022-10-12,short,83.60515596021767,win,sl,0,2,2022,2022-10,1667.265,2.038749905231475
2022-10-12,short,-100.00000000000333,loss,sl,1,2,2022,2022-10,1667.265,2.1062320548577853
2022-10-17,short,-99.99999999999794,loss,sl,0,0,2022,2022-10,1647.7365,1.9049348763456175
2022-10-17,short,-99.99999999999612,loss,sl,20,0,2022,2022-10,1651.595,1.9561787539162954
2022-10-18,short,-99.9999999999956,loss,sl,0,1,2022,2022-10,1651.595,1.5512515508954268
2022-10-18,short,-99.99999999999936,loss,sl,10,1,2022,2022-10,1654.1765000000003,2.3388685697505176
2022-10-19,short,126.3805288916469,win,sl,0,2,2022,2022-10,1652.825,1.460507438092196
2022-10-19,short,101.85879159466155,win,sl,2,2,2022,2022-10,1652.825,1.5684611260172856
2022-10-20,short,-99.9999999999978,loss,sl,12,3,2022,2022-10,1635.8049999999998,2.768987496451989
2022-10-24,long,-99.99999999999493,loss,sl,4,0,2022,2022-10,1656.695,2.230772622959989
2022-10-24,long,-100.00000000000011,loss,sl,6,0,2022,2022-10,1653.5355,2.2052490651551557
2022-10-24,short,131.29771053196436,win,sl,7,0,2022,2022-10,1658.7395000000001,2.4317312747869284
2022-10-24,short,-100.00000000000209,loss,sl,15,0,2022,2022-10,1650.41,3.249294248718048
2022-10-25,short,130.98990799361482,win,sl,14,1,2022,2022-10,1663.4855000000002,3.1759184291757867
2022-10-25,long,-99.99999999999783,loss,sl,20,1,2022,2022-10,1652.1399999999999,1.7546856825229424
2022-10-25,short,-99.99999999999692,loss,sl,22,1,2022,2022-10,1652.795,1.638146834093555
2022-10-26,long,130.64191600624468,win,sl,22,2,2022,2022-10,1664.035,1.6262124013529295
2022-10-27,long,191.75230211064783,win,sl,0,3,2022,2022-10,1666.8005,1.5318078688622396
2022-10-27,long,-99.99999999999669,loss,sl,13,3,2022,2022-10,1659.875,3.1163989204616094
2022-10-31,short,100.5153111674566,win,sl,14,0,2022,2022-10,1641.5545000000002,2.2951235514518777
2022-11-02,short,98.23721256139618,win,sl,3,2,2022,2022-11,1652.8385,1.6421048702727474
2022-11-02,short,-100.00000000000553,loss,sl,3,2,2022,2022-11,1652.8385,1.6837759509675356
2022-11-03,short,-99.99999999999987,loss,sl,17,3,2022,2022-11,1630.0845,2.7689671864573064
2022-11-03,short,-100.00000000000169,loss,sl,18,3,2022,2022-11,1630.0845,2.6836838159960736
2022-11-14,long,-100.00000000000044,loss,sl,8,0,2022,2022-11,1761.4995000000001,2.509550682565521
2022-11-14,long,-100.00000000000058,loss,sl,9,0,2022,2022-11,1758.2954999999997,2.507691271718826
2022-11-15,long,-100.00000000000094,loss,sl,6,1,2022,2022-11,1770.0299999999997,1.5569074259376376
2022-11-15,long,-100.00000000000202,loss,sl,17,1,2022,2022-11,1770.0299999999997,3.245068420931537
2022-11-16,long,-99.99999999999979,loss,sl,23,2,2022,2022-11,1772.9805,1.774276084047646
