date,direction,pnl,outcome,reason,hour,dow,year,month,level,atr
2021-03-08,short,160.54401978524925,win,sl,2,0,2021,2021-03,1714.097,3.116024106174642
2021-03-08,short,250.0,win,tp,6,0,2021,2021-03,1709.6145,2.3877066057493024
2021-03-09,short,-100.00000000000011,loss,sl,3,1,2021,2021-03,1690.9075000000003,2.2971222884757454
2021-03-09,short,-100.0000000000022,loss,sl,5,1,2021,2021-03,1690.9075000000003,1.9976926830208428
2021-03-10,short,130.72671301027071,win,sl,9,2,2021,2021-03,1714.2969999999998,2.1572488189227266
2021-03-10,long,-100.00000000000074,loss,sl,11,2,2021,2021-03,1710.2065,2.0496419633181935
2021-03-10,short,-99.99999999999851,loss,sl,17,2,2021,2021-03,1719.8775,2.962575671303556
2021-03-14,short,-99.99999999999847,loss,sl,23,6,2021,2021-03,1727.4685000000002,2.2828769772770907
2021-03-15,short,97.17522779296279,win,sl,2,0,2021,2021-03,1730.4625,2.6061556867947524
2021-03-15,long,-100.00000000000504,loss,sl,7,0,2021,2021-03,1724.3355000000001,2.01500219230469
2021-03-15,short,-100.00000000000186,loss,sl,10,0,2021,2021-03,1730.4625,2.131989018313976
2021-03-16,short,104.42828101390336,win,sl,1,1,2021,2021-03,1734.6219999999998,1.5647904857236925
2021-03-16,short,92.35191787608287,win,sl,1,1,2021,2021-03,1732.6630000000002,1.5262340224577047
2021-03-16,long,-99.99999999999967,loss,sl,17,1,2021,2021-03,1731.5645,2.7603405316929273
2021-03-16,long,-100.00000000000138,loss,sl,19,1,2021,2021-03,1731.5645,2.1694201762431633
2021-03-17,long,-99.9999999999978,loss,sl,0,2,2021,2021-03,1731.5645,1.5343233429864878
2021-03-17,short,-100.00000000000388,loss,sl,2,2,2021,2021-03,1734.9094999999998,1.698189128639958
2021-03-17,short,-99.99999999999226,loss,sl,5,2,2021,2021-03,1737.3029999999999,1.3370459924336626
2021-03-18,long,-99.99999999999872,loss,sl,8,3,2021,2021-03,1733.57,3.1079404746199484
2021-03-18,long,-100.00000000000078,loss,sl,19,3,2021,2021-03,1732.7945,2.9109491028834555
2021-03-22,long,-100.00000000000307,loss,sl,6,0,2021,2021-03,1730.1055000000001,2.3405043278661846
2021-03-22,short,-99.99999999999648,loss,sl,13,0,2021,2021-03,1733.7935000000002,2.4966187140542813
2021-03-22,short,100.15949314616846,win,sl,19,0,2021,2021-03,1741.0365,1.7847524586801247
2021-03-22,long,-99.99999999999774,loss,sl,20,0,2021,2021-03,1738.0694999999998,1.4897617522474655
2021-03-23,long,128.4672070778103,win,sl,3,1,2021,2021-03,1733.775,1.4988080136177313
2021-03-23,long,94.20979039016231,win,sl,5,1,2021,2021-03,1736.8635000000002,1.3881252586597823
2021-03-24,short,-100.00000000000526,loss,sl,8,2,2021,2021-03,1730.4950000000001,1.6686443390421148
2021-03-24,short,100.87707275124093,win,sl,10,2,2021,2021-03,1733.9215,1.8207362986091935
2021-03-25,short,105.54059042056971,win,sl,8,3,2021,2021-03,1733.9215,1.7682352342831211
2021-03-28,long,-100.00000000000493,loss,sl,23,6,2021,2021-03,1730.84,1.4233577310327954
2021-03-28,short,-99.99999999999217,loss,sl,23,6,2021,2021-03,1732.0900000000001,1.347489574206853
2021-03-29,long,-100.00000000000684,loss,sl,0,0,2021,2021-03,1730.84,1.3134476430660937
2021-03-29,long,-99.99999999999471,loss,sl,0,0,2021,2021-03,1730.7300000000002,1.3576831165510874
2021-03-29,short,131.27536878351603,win,sl,2,0,2021,2021-03,1733.225,1.6426763637893869
2021-03-29,short,-99.9999999999995,loss,sl,5,0,2021,2021-03,1729.2985,1.427741156693635
2021-03-31,short,-100.00000000000495,loss,sl,12,2,2021,2021-03,1687.7300000000002,2.071702046657617
2021-03-31,short,-100.00000000000033,loss,sl,13,2,2021,2021-03,1687.7300000000002,2.479951352420577
2021-04-01,short,118.97991231187987,win,sl,5,3,2021,2021-04,1715.38,1.737011902851338
2021-04-01,short,-99.99999999999771,loss,sl,12,3,2021,2021-04,1719.7575000000002,2.254003832608129
2021-04-05,long,102.45041178725678,win,sl,0,0,2021,2021-04,1726.2995,1.64618688747782
2021-04-05,long,100.74629871915772,win,sl,13,0,2021,2021-04,1722.325,2.3005933580259343
2021-04-07,long,-100.00000000000315,loss,sl,9,2,2021,2021-04,1736.32,1.7146156466489542
2021-04-07,long,-99.99999999999936,loss,sl,14,2,2021,2021-04,1736.32,2.724403606466257
2021-04-08,long,-100.00000000000422,loss,sl,0,3,2021,2021-04,1736.32,1.3861773513528401
2021-04-12,long,-100.00000000000742,loss,sl,0,0,2021,2021-04,1740.63,1.3552639796613581
2021-04-14,long,143.05214215632662,win,sl,5,2,2021,2021-04,1741.0585,1.301814866479416
2021-04-14,long,144.5391007743309,win,sl,18,2,2021,2021-04,1733.85,2.1114766375529377
2021-04-15,short,109.12794038244735,win,sl,7,3,2021,2021-04,1748.2164999999998,1.5359294805022337
2021-04-15,short,96.59596818458992,win,sl,7,3,2021,2021-04,1748.2164999999998,1.5337202318949228
2021-04-18,long,250.0,win,tp,23,6,2021,2021-04,1776.8115000000003,1.5919014122377502
2021-04-19,long,-100.00000000000225,loss,sl,15,0,2021,2021-04,1774.87,3.019563197493358
2021-04-19,long,-99.9999999999981,loss,sl,16,0,2021,2021-04,1770.3165,2.715662614108903
2021-04-22,long,99.05920078270537,win,sl,22,3,2021,2021-04,1783.7885,1.6129820877547854
2021-04-26,long,89.774220853398,win,sl,17,0,2021,2021-04,1778.5035,2.052025419600591
2021-04-26,short,-99.99999999999432,loss,sl,18,0,2021,2021-04,1780.8415,1.679641681330263
2021-04-27,short,-100.00000000000271,loss,sl,5,1,2021,2021-04,1780.8415,1.3902593642637462
2021-04-27,short,-99.9999999999987,loss,sl,11,1,2021,2021-04,1783.3035,1.6418786291024148
2021-04-27,long,-99.99999999999433,loss,sl,18,1,2021,2021-04,1776.0515000000003,1.90319814705378
2021-04-28,long,-99.99999999999201,loss,sl,6,2,2021,2021-04,1768.79,1.3385131745723062
2021-04-28,short,-99.99999999999716,loss,sl,13,2,2021,2021-04,1772.3265000000001,2.5630577893210376
2021-04-28,short,-99.99999999999834,loss,sl,18,2,2021,2021-04,1775.9265,2.236352844160402
2021-04-29,long,-99.99999999999922,loss,sl,13,3,2021,2021-04,1763.4435,3.3073244463096474
2021-04-29,short,-100.00000000000458,loss,sl,18,3,2021,2021-04,1769.7865,2.413005816819467
2021-04-29,long,-99.99999999999599,loss,sl,23,3,2021,2021-04,1772.2435,1.6137169392430415
2021-05-03,short,-100.0000000000053,loss,sl,1,0,2021,2021-05,1772.2214999999999,1.444912489500817
2021-05-03,long,-99.99999999999663,loss,sl,19,0,2021,2021-05,1790.5575,2.0569068363659664
2021-05-04,long,250.0,win,tp,12,1,2021,2021-05,1781.605,2.311744360904778
2021-05-04,long,95.4249208700554,win,sl,17,1,2021,2021-05,1774.565,4.028062165334154
2021-05-05,long,124.31349693693979,win,sl,15,2,2021,2021-05,1781.605,2.759055150374918
2021-05-06,long,84.1386373422586,win,sl,18,3,2021,2021-05,1812.6950000000002,2.471430382743227
2021-05-06,long,83.95895082152238,win,sl,19,3,2021,2021-05,1812.6950000000002,2.307215397553523
2021-05-11,long,83.10688465422092,win,sl,1,1,2021,2021-05,1831.1785,1.8224001088983617
2021-05-11,long,90.03206052408783,win,sl,7,1,2021,2021-05,1834.225,1.7045796175701444
2021-05-12,long,108.98911632999109,win,sl,3,2,2021,2021-05,1828.02,1.9743052864914792
2021-05-12,long,-100.00000000000264,loss,sl,13,2,2021,2021-05,1830.165,3.778487372157443
2021-05-13,long,86.37563206009682,win,sl,6,3,2021,2021-05,1819.096,1.801375758039736
2021-05-13,long,-100.00000000000269,loss,sl,8,3,2021,2021-05,1813.3635000000002,2.4106207236777015
2021-05-19,long,-99.99999999999466,loss,sl,1,2,2021,2021-05,1866.825,1.441992435409097
2021-05-19,long,-99.99999999999673,loss,sl,8,2,2021,2021-05,1866.825,2.171167309560431
2021-05-20,long,-100.0000000000026,loss,sl,7,3,2021,2021-05,1873.3115000000003,2.3937642303441695
2021-05-20,long,105.8696630429808,win,sl,10,3,2021,2021-05,1866.525,2.4185974838101676
2021-05-24,long,-99.99999999999963,loss,sl,17,0,2021,2021-05,1883.0915,2.080865256829846
2021-05-24,long,-100.00000000000526,loss,sl,17,0,2021,2021-05,1883.0915,2.025196309913447
2021-05-25,long,-100.0000000000032,loss,sl,9,1,2021,2021-05,1883.0915,2.0963508028864237
2021-05-25,long,-100.00000000000023,loss,sl,10,1,2021,2021-05,1883.0915,1.9743560494275656
2021-05-26,long,150.3813847217308,win,sl,9,2,2021,2021-05,1902.9765000000002,2.043266995712844
2021-05-26,long,105.05747279484498,win,sl,17,2,2021,2021-05,1890.55,3.0243185100877987
2021-05-27,long,-100.00000000000477,loss,sl,9,3,2021,2021-05,1895.373,2.04245577625956
2021-05-27,long,-99.99999999999608,loss,sl,12,3,2021,2021-05,1895.373,2.8416657009960296
2021-05-31,long,250.0,win,tp,0,0,2021,2021-05,1902.825,1.5784618907814565
2021-05-31,long,-100.00000000000576,loss,sl,12,0,2021,2021-05,1905.1100000000001,1.5777544712990677
2021-06-01,long,-99.99999999999808,loss,sl,17,1,2021,2021-06,1902.755,2.6070790083502335
2021-06-02,long,-100.00000000000338,loss,sl,9,2,2021,2021-06,1895.1924999999999,1.9756994875544267
2021-06-03,long,-99.99999999999855,loss,sl,6,3,2021,2021-06,1895.1924999999999,1.6367703514006517
2021-06-03,long,-100.00000000000114,loss,sl,8,3,2021,2021-06,1894.4365,1.928753286533698
2021-06-07,long,125.52918081426125,win,sl,10,0,2021,2021-06,1883.52,1.7570920037741538
2021-06-07,short,-99.99999999999689,loss,sl,12,0,2021,2021-06,1887.13,1.8646989427391543
2021-06-07,long,-100.00000000000504,loss,sl,13,0,2021,2021-06,1888.3185,2.04662593921206
2021-06-08,long,-99.99999999999866,loss,sl,9,1,2021,2021-06,1891.83,1.8409669550342431
2021-06-08,long,86.74206052120915,win,sl,10,1,2021,2021-06,1891.83,1.814709332120269
2021-06-09,long,-99.99999999999652,loss,sl,11,2,2021,2021-06,1889.7295,1.7700593224211094
2021-06-09,long,-100.00000000000277,loss,sl,18,2,2021,2021-06,1890.8464999999999,1.8996620455668036
2021-06-14,short,125.19079457189008,win,sl,6,0,2021,2021-06,1866.4850000000001,2.250730744189174
2021-06-14,short,-99.99999999999636,loss,sl,20,0,2021,2021-06,1866.4850000000001,1.683857211740194
2021-06-15,short,-100.00000000000078,loss,sl,0,1,2021,2021-06,1866.9315000000001,1.2729885710923456
2021-06-15,short,-99.99999999999552,loss,sl,4,1,2021,2021-06,1866.4850000000001,1.8092981162659172
2021-06-16,short,-100.0000000000011,loss,sl,16,2,2021,2021-06,1861.5815000000002,2.212607907103778
2021-06-17,short,125.80831735811402,win,sl,19,3,2021,2021-06,1779.8950000000002,3.8930495784832395
2021-06-21,short,-100.00000000000267,loss,sl,15,0,2021,2021-06,1785.93,3.5379613061615114
2021-06-21,short,-100.00000000000016,loss,sl,19,0,2021,2021-06,1785.93,2.0701727661894407
2021-06-22,short,-100.00000000000568,loss,sl,2,1,2021,2021-06,1787.7849999999999,1.7153285921050545
2021-06-23,short,-100.00000000000517,loss,sl,8,2,2021,2021-06,1783.965,1.966346161818263
2021-06-23,short,83.49869291726752,win,sl,10,2,2021,2021-06,1783.965,1.8149989664278965
2021-06-24,short,-99.99999999999358,loss,sl,8,3,2021,2021-06,1777.36,1.7451473177535473
2021-06-24,short,-99.99999999999737,loss,sl,10,3,2021,2021-06,1783.965,1.8316198609809844
2021-06-28,short,-99.99999999999577,loss,sl,6,0,2021,2021-06,1783.1695,1.8377374034976908
2021-06-28,long,-99.99999999999916,loss,sl,11,0,2021,2021-06,1774.215,1.950842357234722
2021-06-30,short,-99.99999999999748,loss,sl,14,2,2021,2021-06,1763.97,2.841466429942628
2021-07-01,short,-99.99999999999694,loss,sl,11,3,2021,2021-07,1777.345,2.0954285522551075
2021-07-01,short,-99.99999999999926,loss,sl,18,3,2021,2021-07,1774.495,2.6403353187042935
2021-07-05,long,108.07759411967723,win,sl,12,0,2021,2021-07,1790.1050000000002,1.7558361988907605
2021-07-05,long,124.93442336503261,win,sl,14,0,2021,2021-07,1790.1050000000002,1.6309512260194519
2021-07-05,short,-99.99999999999449,loss,sl,23,0,2021,2021-07,1792.0185,1.1796659013412605
2021-07-06,long,-100.00000000000331,loss,sl,15,1,2021,2021-07,1802.412,3.187935649810592
2021-07-06,long,108.11340072482916,win,sl,16,1,2021,2021-07,1790.1050000000002,3.450059194504399
2021-07-07,long,250.0,win,tp,5,2,2021,2021-07,1796.895,1.6010622495584952
2021-07-08,long,-99.99999999999547,loss,sl,0,3,2021,2021-07,1803.3650000000002,1.3955436532579093
2021-07-08,long,-99.99999999999451,loss,sl,0,3,2021,2021-07,1803.3650000000002,1.3677548208823578
2021-07-11,long,-99.9999999999951,loss,sl,22,6,2021,2021-07,1807.4265,1.4651724463122526
2021-07-11,long,-100.00000000000387,loss,sl,22,6,2021,2021-07,1807.4265,1.3663247113610777
2021-07-12,long,129.0192603552296,win,sl,6,0,2021,2021-07,1799.7,1.4782338975741205
2021-07-12,long,110.48974424365777,win,sl,11,0,2021,2021-07,1798.715,1.9413283042530538
2021-07-13,long,87.44602141940655,win,sl,8,1,2021,2021-07,1806.135,1.765845630122686
2021-07-13,long,-99.99999999999703,loss,sl,12,1,2021,2021-07,1803.4054999999998,2.701581436246295
2021-07-14,long,160.02445939429313,win,sl,0,2,2021,2021-07,1805.97,1.4253256869851636
2021-07-15,long,125.28278757460242,win,sl,11,3,2021,2021-07,1823.5600000000002,2.1387587006929967
2021-07-19,short,85.74347566407783,win,sl,1,0,2021,2021-07,1815.995,1.7388576134486264
2021-07-19,long,96.5701318681613,win,sl,20,0,2021,2021-07,1810.6085,1.859850294683928
2021-07-20,short,-99.99999999999194,loss,sl,1,1,2021,2021-07,1817.2450000000001,1.3467924035450045
2021-07-20,long,-99.999999999997,loss,sl,15,1,2021,2021-07,1804.9454999999998,3.4264342729760418
2021-07-20,long,80.79216104598575,win,sl,15,1,2021,2021-07,1804.9454999999998,3.3247190589388893
2021-07-20,short,95.6422867481822,win,sl,16,1,2021,2021-07,1811.665,3.168997001635857
2021-07-21,long,-100.00000000000438,loss,sl,1,2,2021,2021-07,1804.9454999999998,1.351934785243825
2021-07-21,long,-99.9999999999983,loss,sl,6,2,2021,2021-07,1811.71,1.6864716719954063
2021-07-22,short,92.29769126354196,win,sl,12,3,2021,2021-07,1805.565,2.758929475744856
2021-07-22,short,80.06771732975936,win,sl,16,3,2021,2021-07,1809.025,2.78051425832579
2021-07-26,short,250.0,win,tp,5,0,2021,2021-07,1809.775,1.3520061592305717
2021-07-26,short,-100.00000000000175,loss,sl,13,0,2021,2021-07,1802.8115,2.0504777072209985
2021-07-26,long,-99.99999999999973,loss,sl,14,0,2021,2021-07,1800.1449999999998,2.486729925989273
2021-07-27,short,-99.9999999999977,loss,sl,13,1,2021,2021-07,1802.5185000000001,2.181109760947088
2021-07-27,short,-99.9999999999992,loss,sl,15,1,2021,2021-07,1799.8339999999998,2.6264298217843343
2021-08-02,long,106.26534726917566,win,sl,12,0,2021,2021-08,1806.4650000000001,1.9211659169198232
2021-08-02,long,96.41809170395157,win,sl,13,0,2021,2021-08,1809.41,2.228443428601266
2021-08-02,short,-99.99999999999541,loss,sl,15,0,2021,2021-08,1815.285,2.3622266678868247
2021-08-02,short,105.17333933019155,win,sl,22,0,2021,2021-08,1813.4150000000002,1.2812269860166423
2021-08-03,short,92.44649631414283,win,sl,2,1,2021,2021-08,1813.4150000000002,1.306187817831332
2021-08-03,long,-100.00000000000513,loss,sl,3,1,2021,2021-08,1809.41,1.3289404268468161
2021-08-03,long,-99.99999999999321,loss,sl,8,1,2021,2021-08,1809.41,1.4149930590109359
2021-08-04,long,-100.00000000001101,loss,sl,0,2,2021,2021-08,1809.6765,0.7673129618766844
2021-08-04,long,-100.0000000000004,loss,sl,14,2,2021,2021-08,1808.5185,3.4879780964749756
2021-08-05,short,113.91966621399779,win,sl,0,3,2021,2021-08,1812.0049999999999,1.0752362194566216
2021-08-05,short,101.12043936379374,win,sl,1,3,2021,2021-08,1812.0049999999999,1.1823234164535146
2021-08-05,long,127.42851281016885,win,sl,6,3,2021,2021-08,1808.6735,1.1518348742586153
2021-08-05,long,-99.99999999999807,loss,sl,9,3,2021,2021-08,1810.865,1.4861111662028466
2021-08-09,short,90.97748783499584,win,sl,8,0,2021,2021-08,1746.7849999999999,4.1236093998108
2021-08-09,short,97.79648724832542,win,sl,13,0,2021,2021-08,1746.7849999999999,4.194954541608297
2021-08-10,short,-100.00000000000382,loss,sl,0,1,2021,2021-08,1732.4850000000001,1.8532099578207384
2021-08-10,short,141.35819340251092,win,sl,17,1,2021,2021-08,1732.4850000000001,2.820109697855547
2021-08-11,short,-99.99999999999841,loss,sl,11,2,2021,2021-08,1738.5649999999998,1.6152037667905264
2021-08-11,short,132.81984607590724,win,sl,18,2,2021,2021-08,1754.4854999999998,2.48727220721643
2021-08-12,short,110.36273790690396,win,sl,9,3,2021,2021-08,1754.4854999999998,1.6516725051505698
2021-08-12,long,193.81461953117528,win,sl,13,3,2021,2021-08,1745.8100000000002,2.6944422947684648
2021-08-12,long,180.82641523560795,win,sl,15,3,2021,2021-08,1745.8100000000002,2.599326712737726
2021-08-12,short,-100.000000000001,loss,sl,20,3,2021,2021-08,1754.025,1.653465774223361
2021-08-16,long,102.23402526993988,win,sl,0,0,2021,2021-08,1778.3850000000002,1.2820420406011823
2021-08-16,long,-99.9999999999948,loss,sl,5,0,2021,2021-08,1772.7450000000001,1.5044665071464678
2021-08-17,long,81.73250841454428,win,sl,18,1,2021,2021-08,1784.03,2.176904127347905
2021-08-17,long,164.94106480023493,win,sl,22,1,2021,2021-08,1785.545,1.327942744248249
2021-08-18,long,-100.00000000000146,loss,sl,0,2,2021,2021-08,1785.545,1.1368557755369981
2021-08-18,long,-100.00000000000351,loss,sl,10,2,2021,2021-08,1788.0199999999998,1.420117190875949
2021-08-19,long,-100.00000000000237,loss,sl,2,3,2021,2021-08,1780.64,1.5427551997952011
2021-08-22,long,-99.99999999999409,loss,sl,23,6,2021,2021-08,1778.437,1.3129547217159463
2021-08-23,short,-100.00000000000362,loss,sl,2,0,2021,2021-08,1787.0315,1.9728656319531834
2021-08-23,short,80.57635972924871,win,sl,3,0,2021,2021-08,1787.1485,1.749928431027479
2021-08-24,long,-100.00000000000048,loss,sl,2,1,2021,2021-08,1801.535,1.3029508485308205
2021-08-24,long,84.42297933375265,win,sl,7,1,2021,2021-08,1801.535,1.4281927739675153
2021-08-25,long,-99.99999999999591,loss,sl,8,2,2021,2021-08,1791.9049999999997,1.7439916923099905
2021-08-25,long,-100.00000000000102,loss,sl,9,2,2021,2021-08,1791.9049999999997,1.854324688256592
2021-08-26,long,-99.99999999999584,loss,sl,6,3,2021,2021-08,1784.1680000000001,1.1472871540643632
2021-08-26,long,-99.99999999999282,loss,sl,7,3,2021,2021-08,1786.195,1.3423187098270373
2021-08-31,long,161.4446158607458,win,sl,9,1,2021,2021-08,1813.4499999999998,1.3073072163022268
2021-08-31,long,165.5928053206429,win,sl,9,1,2021,2021-08,1813.8185,1.2541781294235108
2021-09-01,long,153.46972745654512,win,sl,5,2,2021,2021-09,1812.64,1.2989112214284626
2021-09-01,long,-100.00000000000469,loss,sl,7,2,2021,2021-09,1812.0785,1.649425767486414
2021-09-02,long,122.92097996736182,win,sl,17,3,2021,2021-09,1809.375,1.9610733992885432
2021-09-06,long,-100.00000000000409,loss,sl,12,0,2021,2021-09,1822.8745,1.1333290580473196
2021-09-07,long,104.35974911610235,win,sl,0,1,2021,2021-09,1825.5949999999998,0.9039915959888597
2021-09-07,long,-100.00000000000678,loss,sl,1,1,2021,2021-09,1825.5949999999998,0.9802126190399367
2021-09-09,short,-99.99999999999787,loss,sl,8,3,2021,2021-09,1795.165,1.4064275549574476
2021-09-09,short,-99.99999999999919,loss,sl,9,3,2021,2021-09,1795.165,1.3720061796423235
2021-09-13,short,-99.99999999999724,loss,sl,2,0,2021,2021-09,1789.6370000000002,1.6673992003439257
2021-09-13,short,84.67345515637422,win,sl,15,0,2021,2021-09,1796.8565,2.1893192873948957
2021-09-14,short,134.64127610335507,win,sl,7,1,2021,2021-09,1791.402,1.4211989601652046
2021-09-14,long,-100.00000000000378,loss,sl,22,1,2021,2021-09,1803.2450000000001,1.5472840447097822
2021-09-14,long,-100.00000000000708,loss,sl,22,1,2021,2021-09,1803.2450000000001,1.412280630387513
2021-09-15,long,-99.99999999999422,loss,sl,4,2,2021,2021-09,1803.2450000000001,1.0869398373382129
2021-09-15,long,135.88347534551178,win,sl,10,2,2021,2021-09,1801.7785,1.4066130971884538
2021-09-19,short,126.62560516050195,win,sl,22,6,2021,2021-09,1755.462,1.8592580636186098
2021-09-20,short,136.89335561557678,win,sl,15,0,2021,2021-09,1767.5615,3.0639929810472726
2021-09-21,short,-100.00000000000904,loss,sl,6,1,2021,2021-09,1763.4499999999998,1.1545927950002217
2021-09-22,long,130.47534721191496,win,sl,1,2,2021,2021-09,1775.4930000000002,1.543918251551189
2021-09-22,long,-100.00000000000242,loss,sl,11,2,2021,2021-09,1773.8495,1.4206291529114534
2021-09-27,short,121.53161870203431,win,sl,8,0,2021,2021-09,1755.365,1.8126482131038402
2021-09-27,short,-100.00000000000355,loss,sl,8,0,2021,2021-09,1751.682,1.8736290540047567
2021-09-29,short,-100.00000000000561,loss,sl,5,2,2021,2021-09,1740.2635,1.3417031423252113
2021-09-29,short,-100.00000000000502,loss,sl,7,2,2021,2021-09,1741.0285,1.8824840801704759
2021-10-03,short,-100.00000000000415,loss,sl,23,6,2021,2021-10,1764.2540000000001,1.563772879888737
2021-10-04,short,250.0,win,tp,0,0,2021,2021-10,1765.29,1.598272465327929
2021-10-04,short,250.0,win,tp,1,0,2021,2021-10,1765.29,1.5260151626550547
2021-10-04,long,-100.00000000000118,loss,sl,5,0,2021,2021-10,1760.3884999999998,1.240876466637459
2021-10-04,long,153.99618453541467,win,sl,11,0,2021,2021-10,1748.5900000000001,1.8822535137710577
2021-10-05,long,-100.00000000000435,loss,sl,5,1,2021,2021-10,1755.825,1.4869574252724567
2021-10-05,long,-100.00000000000686,loss,sl,6,1,2021,2021-10,1756.4050000000002,1.584210466324412
2021-10-06,long,-100.00000000000394,loss,sl,1,2,2021,2021-10,1756.4050000000002,1.1635047729268533
2021-10-11,short,99.95105111758035,win,sl,15,0,2021,2021-10,1758.4154999999998,2.1068080421364277
2021-10-11,short,97.41380462343842,win,sl,15,0,2021,2021-10,1758.4154999999998,2.0048931819838303
2021-10-12,short,-100.00000000000331,loss,sl,16,1,2021,2021-10,1762.1385,3.200110517856168
2021-10-12,short,-100.00000000000033,loss,sl,16,1,2021,2021-10,1762.1385,2.9001488648861953
2021-10-12,long,127.2076571340717,win,sl,18,1,2021,2021-10,1757.9950000000001,2.1688600044747406
2021-10-13,short,-99.99999999999856,loss,sl,6,2,2021,2021-10,1763.3285,1.189878593736711
2021-10-13,short,-100.00000000000159,loss,sl,7,2,2021,2021-10,1763.3285,1.257976950721948
2021-10-14,long,-100.00000000000301,loss,sl,1,3,2021,2021-10,1790.718,1.456972919909687
2021-10-14,long,94.5382963934618,win,sl,5,3,2021,2021-10,1790.718,1.3438552802190777
2021-10-18,short,114.77272681073313,win,sl,2,0,2021,2021-10,1772.1350000000002,1.5280469942822625
2021-10-18,short,81.01524920438246,win,sl,14,0,2021,2021-10,1771.0049999999999,3.4202301174539373
2021-10-18,long,-99.99999999999817,loss,sl,16,0,2021,2021-10,1764.928,2.5410833185062995
2021-10-18,long,-100.00000000000576,loss,sl,19,0,2021,2021-10,1764.763,1.8735859955628544
2021-10-21,long,162.02808236381824,win,sl,8,3,2021,2021-10,1781.8149999999998,1.746786861860729
2021-10-25,long,250.0,win,tp,2,0,2021,2021-10,1792.4050000000002,1.9218383482816932
2021-10-25,long,-99.99999999999363,loss,sl,19,0,2021,2021-10,1805.133,1.4531834158172858
2021-10-26,long,-100.00000000000591,loss,sl,9,1,2021,2021-10,1801.865,1.5751582005190337
2021-10-26,long,-99.99999999999642,loss,sl,18,1,2021,2021-10,1792.3179999999998,2.1313912654050764
2021-10-27,short,-100.00000000000028,loss,sl,10,2,2021,2021-10,1789.932,1.891677209747053
2021-10-27,long,100.55022812453281,win,sl,14,2,2021,2021-10,1785.462,3.136245354290131
2021-10-27,short,-100.00000000000311,loss,sl,14,2,2021,2021-10,1793.8,3.2659972697705495
2021-10-28,long,159.92675131091517,win,sl,11,3,2021,2021-10,1798.415,1.66861111788478
2021-10-28,long,-99.9999999999988,loss,sl,13,3,2021,2021-10,1798.415,3.6677355382596923
2021-11-02,long,-99.9999999999988,loss,sl,1,1,2021,2021-11,1789.82,1.2541084771146567
2021-11-02,long,250.0,win,tp,3,1,2021,2021-11,1789.82,1.2804187231873365
2021-11-03,long,-100.00000000001081,loss,sl,0,2,2021,2021-11,1786.805,0.9912884177086946
2021-11-03,short,83.43372010232225,win,sl,8,2,2021,2021-11,1783.8519999999999,1.5757444549088016
2021-11-04,short,-99.99999999999778,loss,sl,8,3,2021,2021-11,1777.505,2.024939503871382
2021-11-08,long,-100.00000000000264,loss,sl,7,0,2021,2021-11,1815.08,1.8331230935284082
2021-11-10,long,-100.00000000000178,loss,sl,7,2,2021,2021-11,1824.381,1.4672498125750928
2021-11-15,long,250.0,win,tp,6,0,2021,2021-11,1856.5149999999999,1.7014106335457024
2021-11-15,long,188.3480000961059,win,sl,15,0,2021,2021-11,1858.5529999999999,2.8049293172281535
2021-11-16,long,250.0,win,tp,8,1,2021,2021-11,1864.023,1.6051641276079138
2021-11-17,short,-99.99999999999437,loss,sl,6,2,2021,2021-11,1856.127,1.4782206470132147
2021-11-17,long,-99.99999999999916,loss,sl,15,2,2021,2021-11,1863.953,2.4052002938654113
2021-11-18,long,-100.0000000000011,loss,sl,8,3,2021,2021-11,1864.2299999999998,2.010184213132312
2021-11-18,long,118.97144855316553,win,sl,10,3,2021,2021-11,1860.3249999999998,2.012940077682958
2021-11-23,short,-100.00000000000088,loss,sl,20,1,2021,2021-11,1791.1650000000002,2.4758417852740204
2021-11-23,short,-99.99999999999609,loss,sl,21,1,2021,2021-11,1791.1650000000002,2.4007816577544445
2021-11-24,short,-99.99999999999373,loss,sl,1,2,2021,2021-11,1791.1650000000002,1.7241531296341406
2021-11-24,short,170.17819914245635,win,sl,10,2,2021,2021-11,1791.1650000000002,2.0411251107411017
2021-11-25,short,196.14482337982017,win,sl,8,3,2021,2021-11,1794.7600000000002,1.1065243618732916
2021-11-25,short,-99.99999999999487,loss,sl,11,3,2021,2021-11,1791.4765,1.1824405887326217
2021-11-29,short,102.94750435450794,win,sl,6,0,2021,2021-11,1796.715,2.145193099975693
2021-11-29,short,101.30757405433961,win,sl,6,0,2021,2021-11,1796.715,2.1336435928345594
2021-11-30,short,-99.99999999999505,loss,sl,4,1,2021,2021-11,1789.8235,1.3799391698458523
2021-12-01,short,-100.00000000000382,loss,sl,11,2,2021,2021-12,1786.9775,2.534555314191624
2021-12-06,short,-100.00000000000459,loss,sl,10,0,2021,2021-12,1782.4415,1.935188259887493
2021-12-06,short,106.29914847661408,win,sl,15,0,2021,2021-12,1782.4415,2.387231939739153
2021-12-07,short,144.94754230353527,win,sl,7,1,2021,2021-12,1785.0684999999999,1.3560601934811645
2021-12-07,short,-99.99999999999734,loss,sl,11,1,2021,2021-12,1782.9699999999998,1.5172072163680188
2021-12-08,short,-100.00000000000016,loss,sl,18,2,2021,2021-12,1785.1415,1.9266142208207355
